edufulpar,full or part time,,,,,,,,,,
edusckmon,how many days missed school from sick,,,,,,,,,,
edusckest,best estimate # days missed because sick or inured,,,,,,,,,,
edusckcom,rc - how many days missed school from sick (combined),,,,,,,,,,
eduskpmon,how many days missed school from skipping,,,,,,,,,,
eduskpest,best estimate # days missed because skipped or cut,,,,,,,,,,
eduskpcom,rc - how many days missed school from skipping (combined),,,,,,,,,,
miltfamly,any immediate family currently in us military,,,,,,,,,,
miltsppar,spouse or partner in military,,,,,,,,,,
miltparnt,father or mother in military,,,,,,,,,,
miltchldr,son or daughter in military,,,,,,,,,,
miltsibln,sister or brother in military,,,,,,,,,,
enrlcollft2,rc-college enrollment-full time,,,,,,,,,,
enrlcollst2,rc-college enrollment,,,,,,,,,,
wrkstatwk2,work situation in past week - recode,,,,,,,,,,
wrkdpstwk,work at job last week,,,,,,,,,,
wrkhadjob,did you have a job or business,,,,,,,,,,
wrkdhrswk2,how many hours worked last week,,,,,,,,,,
wrk35wkus,usually work 35 or more hrs per week,,,,,,,,,,
wrkrsnnot,reason for not working at job - past wk,,,,,,,,,,
wrkrsnjob,reason for not having a job - past wk,,,,,,,,,,
wrkeffort,"past 30 days, make effort to find work",,,,,,,,,,
wrkdpstyr,"past 12 mos, worked at any job",,,,,,,,,,
wrkselfem,"past 12 mos, self employed",,,,,,,,,,
wrknumjob2,"past 12 mos, how many employers",,,,,,,,,,
wrknjbpyr,"past 12 mos, time with no job",,,,,,,,,,
wrknjbwks,how many wks w/o job in past 12 mos,,,,,,,,,,
wrklastyr2,what year last worked,,,,,,,,,,
wrksickmo,# days missed work for injury/illness past 30 days,,,,,,,,,,
wrkskipmo,# days skipped work past 30 days,,,,,,,,,,
wrkdrgpol,workplace have written policy drug/alcohol use,,,,,,,,,,
wrkdrgalb,"did policy cover alcohol, drugs, or both",,,,,,,,,,
wrkdrgedu,"at work, given education on drugs/alc",,,,,,,,,,
wrkdrghlp,any assistance program offered through wrk,,,,,,,,,,
wrktstalc,workplace tests for alcohol usage,,,,,,,,,,
wrktstdrg,workplace tests for drug usage,,,,,,,,,,
wrktsthir,test for drug/alc as hiring process,,,,,,,,,,
wrktstrdm,test on random basis,,,,,,,,,,
wrktst1st,what happens first time caught,,,,,,,,,,
wrkokpreh,would you work for emp does drug test pre-hire,,,,,,,,,,
wrkokrand,would you work for emp does drug/alc test randomly,,,,,,,,,,
irwrkstat,employment status - imputation revised,,,,,,,,,,
iiwrkstat,employment status - imputation indicator,,,,,,,,,,
ii2wrkstat,employment status - detailed imputation indicator,,,,,,,,,,
irwrkstat18,employment status 18+ - imputation revised,,,,,,,,,,
iiwrkstat18,employment status 18+ - imputation indicator,,,,,,,,,,
ii2wrkst18,employment status 18+ - detailed imputation indicator,,,,,,,,,,
edfam18,rc-edited indicator: family in hh 18 or older,,,,,,,,,,
imother,rc-mother in hh,,,,,,,,,,
ifather,rc-father in hh,,,,,,,,,,
nrch17_2,"recoded # r""s children < 18 in household",,,,,,,,,,
irhhsiz2,recode - imputation-revised # persons in hh,,,,,,,,,,
iihhsiz2,irhhsiz2-imputation indicator,,,,,,,,,,
irki17_2,recode - imputation-revised # kids aged<18 in hh,,,,,,,,,,
iiki17_2,irki17_2-imputation indicator,,,,,,,,,,
irhh65_2,rec - imputation-revised # of per in hh aged>=65,,,,,,,,,,
iihh65_2,irhh65_2-imputation indicator,,,,,,,,,,
prxretry,"selected proxy unavailable, other proxy available?",,,,,,,,,,
prxydata,is proxy answering insurance/income qs,,,,,,,,,,
medicare,covered by medicare,,,,,,,,,,
caidchip,covered by medicaid/chip,,,,,,,,,,
champus,"cov by tricare, champus, champva, va, military",,,,,,,,,,
prvhltin,covered by private insurance,,,,,,,,,,
grphltin,private plan offered through employer or union,,,,,,,,,,
hltinalc,alcohol abuse or alcoholism,,,,,,,,,,
hltindrg,drug abuse,,,,,,,,,,
hltinmnt,mental or emotional difficulties,,,,,,,,,,
hltinnos,covered by health insur (not otherwise specified),,,,,,,,,,
hlcnotyr,anytime did not have health ins/cover past 12 mos,,,,,,,,,,
hlcnotmo,"past 12 mos, how many mos w/o coverage",,,,,,,,,,
hlclast,time since last had health care coverage,,,,,,,,,,
hllosrsn,main reason stopped covered by health insurance,,,,,,,,,,
hlnvcost,cost too high,,,,,,,,,,
hlnvoffr,"employer doesn""t offer",,,,,,,,,,
hlnvref,insurance company refused coverage,,,,,,,,,,
hlnvneed,"don""t need it",,,,,,,,,,
hlnvsor,never had hlth ins some other reason,,,,,,,,,,
irmedicr,medicare - imputation revised,,,,,,,,,,
iimedicr,medicare - imputation indicator,,,,,,,,,,
irmcdchp,medicaid/chip - imputation revised,,,,,,,,,,
iimcdchp,medicaid/chip - imputation indicator,,,,,,,,,,
irchmpus,champus - imputation revised,,,,,,,,,,
iichmpus,champus - imputation indicator,,,,,,,,,,
irprvhlt,private health insurance - imputation revised,,,,,,,,,,
iiprvhlt,private health insurance - imputation indicator,,,,,,,,,,
irothhlt,other health insurance - imputation revised,,,,,,,,,,
iiothhlt,other health insurance - imputation indicator,,,,,,,,,,
hlcallfg,flag if every form of health ins reported,,,,,,,,,,
hlcall99,yes to medicare/medicaid/champus/prvhltin,,,,,,,,,,
anyhlti2,covered by any health insurance - recode,,,,,,,,,,
irinsur4,rc-overall health insurance - imputation revised,,,,,,,,,,
iiinsur4,rc-overall health insurance - imputation indicator,,,,,,,,,,
othins,"rc-health insurance other than private, medicaid/chip",,,,,,,,,,
cellwrkng,working cell phone,,,,,,,,,,
cellnotcl,not a cell phone,,,,,,,,,,
irfamsoc,fam receive ss or rr payments - imputation revised,,,,,,,,,,
iifamsoc,fam receive ss or rr payments - imputation indicator,,,,,,,,,,
irfamssi,fam receive ssi - imputation revised,,,,,,,,,,
iifamssi,fam receive ssi - imputation indicator,,,,,,,,,,
irfstamp,resp/oth fam mem rec food stamps - imputation revised,,,,,,,,,,
iifstamp,resp/oth fam mem rec food stamps - imputation indicator,,,,,,,,,,
irfampmt,fam receive public assist - imputation revised,,,,,,,,,,
iifampmt,fam receive public assist - imputation indicator,,,,,,,,,,
irfamsvc,fam rec welfare/job pl/childcare - imputation revised,,,,,,,,,,
iifamsvc,fam rec welfare/job pl/childcare - imputation indicator,,,,,,,,,,
irwelmos,no of months on welfare - imputation revised,,,,,,,,,,
iiwelmos,no of months on welfare - imputation indicator,,,,,,,,,,
irpinc3,recode -resp tot income - imputation revised,,,,,,,,,,
irfamin3,recode - tot fam income - imputation revised,,,,,,,,,,
iipinc3,recode - resp tot income - imputation indicator,,,,,,,,,,
iifamin3,recode - tot fam income - imputation indicator,,,,,,,,,,
govtprog,rc-participated in one or more govt assist progr,,,,,,,,,,
income,rc-total family income recode,,,,,,,,,,
poverty3,rc-poverty level-new inc (% of us census poverty threshold),,,,,,,,,,
booked,ever arrested and booked for breaking the law,,,,,,,,,,
nobooky2,# times arrested and booked past 12 months,,,,,,,,,,
bkmvthft,arrstd & booked for mot veh theft past 12 months,,,,,,,,,,
bklarcny,arrstd & booked for larceny/theft past 12 months,,,,,,,,,,
bkburgl,arrstd & booked for burglary/b & e past 12 mos,,,,,,,,,,
bksrviol,arrstd & booked serious viol offense pst 12 mos,,,,,,,,,,
bksmaslt,arrstd & booked for other assault past 12 months,,,,,,,,,,
bkrob,arrstd & booked for robbery past 12 months,,,,,,,,,,
bkarson,arrstd & booked for arson past 12 months,,,,,,,,,,
bkdrvinf,arrstd & booked for dui past 12 months,,,,,,,,,,
bkdrunk,arrstd & booked for drunkenness past 12 months,,,,,,,,,,
bkpostob,arrstd & booked for posses of tob past 12 mos,,,,,,,,,,
bkdrug,arrstd & booked for posses/sale drugs past 12 mos,,,,,,,,,,
bksexnr,arrstd & booked sex offense excl rape pst 12 mos,,,,,,,,,,
bkfraud,arrstd & booked for fraud/stol goods past 12 mos,,,,,,,,,,
bkoth,arrstd & booked for some other off past 12 mos,,,,,,,,,,
bkothof2,other offense past 12 months - specify,,,,,,,,,,
probaton,on probation at any time past 12 months,,,,,,,,,,
parolrel,on parole/suprv release past 12 months,,,,,,,,,,
drvinalco,drove under influence of alcohol pst 12 mos,,,,,,,,,,
drvinmarj,drove under influence of marijuana pst 12 mos,,,,,,,,,,
drvincocn,drove under influ of cocaine pst 12 mos,,,,,,,,,,
drvinhern,drove under influence of heroin past 12 mos,,,,,,,,,,
drvinhall,drove under influ of hallucinogens past 12 mos,,,,,,,,,,
drvininhl,drove under influence of inhalants past 12 mos,,,,,,,,,,
drvinmeth,drove under influ of methamphetamine past 12 mos,,,,,,,,,,
drvinalon,drove under influence of only alcohol pst 12 mos,,,,,,,,,,
mxmjpnlt,max penalty for 1st mj poss < ounce in your state,,,,,,,,,,
drvinalco2,rc-drove under influence of alcohol in past year,,,,,,,,,,
drvinmarj2,rc-drove under influence of marijuana in past year,,,,,,,,,,
drvindrg,rc-drove under influence of selected ill drugs in past yr,,,,,,,,,,
drvindrotmj,rc-drove under influence of selected ill drg oth mrj in py,,,,,,,,,,
drvinaldrg,rc-drove under influence of alc or selected ill drg in py,,,,,,,,,,
parol,rc-parole/supervised release status in the past year,,,,,,,,,,
prob,rc-probation status in the past year,,,,,,,,,,
cigever,ever smoked a cigarette,,,,,,,,,,
cigtry,age when first smoked a cigarette,,,,,,,,,,
cigyfu,year of first cigarette use - recode,,,,,,,,,,
cigmfu,month of first cigarette use - recode,,,,,,,,,,
cigrec,time since last smoked cigarettes,,,,,,,,,,
cig30use,how many days smoked cig in past 30 days,,,,,,,,,,
cg30est,best est. # days smoked cig past 30 days,,,,,,,,,,
cig30av,avg # cigs smoked per day/on day smoked,,,,,,,,,,
cigmenth30,menthol cigarettes smoked most often in past 30 days,,,,,,,,,,
cigroll30,smoked a roll-your-own cigarette in the past 30 days,,,,,,,,,,
cigdlymo,ever smoked cig every day for 30 days,,,,,,,,,,
cigage,age when first started smoking cigarettes everyday,,,,,,,,,,
cigdlyfu,year of first cigarette use every day - recode,,,,,,,,,,
cigdlmfu,month of first cigarette use every day - recode,,,,,,,,,,
cig100lf,have you smoked 100 cigs in your life,,,,,,,,,,
nicvapever,ever vaped nicotine with e-cigarette or other vaping device,,,,,,,,,,
nicvapage,age when first vaped nicotine with e-cig or vaping device,,,,,,,,,,
nicvapyfu,year first vaped nicotine w/ e-cig or vape device - recode,,,,,,,,,,
nicvapmfu,month first vaped nicotine w/ e-cig or vape device - recode,,,,,,,,,,
nicvaprec,time since last vaped nicotine with e-cig or vaping device,,,,,,,,,,
nicvap30n,# days vaped nicotine w/ e-cig or vap device in past 30 days,,,,,,,,,,
smklssevr,ever used smokeless tobacco,,,,,,,,,,
smklsstry,age when first used smokeless tobacco,,,,,,,,,,
smklssyfu,year of first smokeless tobacco use - recode,,,,,,,,,,
smklssmfu,month of first smokeless tobacco use - recode,,,,,,,,,,
smklssrec,time since last used smokeless tobacco,,,,,,,,,,
smklss30n,how many days used smokeless tobacco past 30 days,,,,,,,,,,
smklss30e,best est. how many days used smklss tob pst 30 dys,,,,,,,,,,
cigarevr,ever smoked part or all of cigar,,,,,,,,,,
cigartry,age when first smoked cigar,,,,,,,,,,
cigaryfu,year of first cigar use - recode,,,,,,,,,,
cigarmfu,month of first cigar use - recode,,,,,,,,,,
cigarrec,time since last smoked cigar,,,,,,,,,,
cgr30use,how many days smoked cigar in past 30 days,,,,,,,,,,
ci30est,best est. # days smoked cigar past 30 days,,,,,,,,,,
pipever,ever smoked pipe tobacco,,,,,,,,,,
pipe30dy,have you smoked pipe tobacco in past 30 days,,,,,,,,,,
cigirtbl,need to smoke to feel less irritable,,,,,,,,,,
cigcrave,"start to crave cigs when don""t smoke for few hrs",,,,,,,,,,
cigcragp,"craving of cigs like strong force can""t control",,,,,,,,,,
ciginctl,feel a sense of control over your smoking,,,,,,,,,,
cigavoid,"tend to avoid places that don""t allow smoking",,,,,,,,,,
cigfnsmk,have friends who do not smoke cigarettes,,,,,,,,,,
cigfnlke,"choose not to be around friends who don""t smoke",,,,,,,,,,
cigplane,rather not travel by airplane b/c no smoking,,,,,,,,,,
cigrnout,sometimes worry that you will run out of cigs,,,,,,,,,,
cigregdy,smoke cigs fairly regularly throughout the day,,,,,,,,,,
cigregwk,smoke same amount on weekends as on weekdays,,,,,,,,,,
cigregnm,smoke same number of cigs from day to day,,,,,,,,,,
cignmchg,number of cigs smoke per day often changes,,,,,,,,,,
cigsvlhr,"have many cigs in hr, then no cigs til hrs later",,,,,,,,,,
ciginflu,# of cigs smoke per day influenced by other things,,,,,,,,,,
cignoinf,smoking not affected by other things,,,,,,,,,,
cigincrs,amount of smoking has incr. since started smoking,,,,,,,,,,
cigsatis,need to smoke a lot more to be satisfied,,,,,,,,,,
ciglotmr,smoke much more now before feel anything,,,,,,,,,,
cigwake,how soon after waking do you have your first cig,,,,,,,,,,
ndssdepnd,nicotine dependence based on ndss score,,,,,,,,,,
ftnddepnd,nicotine dependence based on ftnd scale,,,,,,,,,,
pmnicdep,nicotine dependence in past month,,,,,,,,,,
irpmnicdep,nicotine dependence in past month - imputation revised,,,,,,,,,,
iipmnicdep,nicotine dependence in past month - imputation indicator,,,,,,,,,,
alcever,ever had drink of alcoholic beverage,,,,,,,,,,
alctry,age when first drank alcoholic beverage,,,,,,,,,,
alcyfu,year of first alcohol use - recode,,,,,,,,,,
alcmfu,month of first alcohol use - recode,,,,,,,,,,
alcrec,time since last drank alcoholic beverage,,,,,,,,,,
alcyrtot,total # of days used alcohol in past 12 mos,,,,,,,,,,
altotfg,trimming indicator for alcyrtot,,,,,,,,,,
alfqflg,trimmed alcyrtot if r used < 12 mos,,,,,,,,,,
albstway,easiest way to tell us # days drank alcohol,,,,,,,,,,
aldaypyr,number days drank alcohol in past 12 mos,,,,,,,,,,
aldaypmo,# days per month drank alcohol in past 12 mos,,,,,,,,,,
aldaypwk,# days per week drank alcohol in past 12 mos,,,,,,,,,,
alcdays,# days had one or more drinks past 30 days,,,,,,,,,,
al30est,best estimate # days had one or more drinks,,,,,,,,,,
aldysfg,revision indicator for alcdays,,,,,,,,,,
alcus30d,usual # of drinks per day past 30 days,,,,,,,,,,
alcbng30d,# days had four/five or more drinks past 30 dys,,,,,,,,,,
cadrlast,# of drinks the last time drank in past 30 days,,,,,,,,,,
cadrpeop,alone or w/ more than one person last time drank,,,,,,,,,,
cadrcar,i drank in a car or other vehicle,,,,,,,,,,
cadrhome,i drank at my home,,,,,,,,,,
cadrothm,"i drank at someone else""s home",,,,,,,,,,
cadrpubl,"i drank at a park, on a beach or in a parking lot",,,,,,,,,,
cadrbar,"i drank in a restaurant, bar or club",,,,,,,,,,
cadrevnt,i drank at a concert or sports game,,,,,,,,,,
cadrschl,i drank at school,,,,,,,,,,
cadroth,i drank at some other place,,,,,,,,,,
cadrots2,other place you last drank alcohol,,,,,,,,,,
cabuyfre,pay for the last alcoholic beverage that u drank,,,,,,,,,,
cagvmony,did you/someone else buy last alcoholic beverage,,,,,,,,,,
cabuywho,statement best describes purchase of last alcohol,,,,,,,,,,
cabplace,where you bought last alcoholic beverage,,,,,,,,,,
cabundag,buy last alcoholic beverage fr someone <21 or 21+,,,,,,,,,,
cagvwho,who bought the alcoholic beverage for you,,,,,,,,,,
cafrewho,how did u get the last alcoholic beverage u drank,,,,,,,,,,
cafresp2,other way you got the last alcoholic beverage,,,,,,,,,,
cadrkdrug,also use [drugfill] while you were drinking,,,,,,,,,,
cadrkmarj,marijuana or cannabis,,,,,,,,,,
cadrkcocn,"cocaine or ""crack""",,,,,,,,,,
cadrkhern,heroin,,,,,,,,,,
cadrkhall,hallucinogens,,,,,,,,,,
cadrkinhl,inhalants,,,,,,,,,,
cadrkmeth,methamphetamine,,,,,,,,,,
cabingflg,any report of 4+ or 5+ drinks from alcohol module,,,,,,,,,,
cabingevr,ever had 4/5 or more drinks on the same occasion,,,,,,,,,,
cabingage,age 1st time had 4 or 5 or more drinks same occasion,,,,,,,,,,
cabingyfu,year of first 4 or 5 + drinks on same occasion - recode,,,,,,,,,,
cabingmfu,month of 4 or 5+ drinks on same occasion - recode,,,,,,,,,,
eibingage,editing indicator for cabingage,,,,,,,,,,
eibingyfu,editing indicator for cabingyfu,,,,,,,,,,
eibingmfu,editing indicator for cabingmfu,,,,,,,,,,
uadpeop,rc-social context of most recent alcohol use,,,,,,,,,,
uadcar,rc-most recent alcohol use in a car,,,,,,,,,,
uadhome,rc-most recent alcohol use at home,,,,,,,,,,
uadothm,"rc-most recent alcohol use at someone else""s home",,,,,,,,,,
uadpubl,"rc-most recent alcohol use at a park, beach, or lot",,,,,,,,,,
uadbar,"rc-most recent alcohol use at restaurant, bar, or club",,,,,,,,,,
uadevnt,rc-most recent alcohol use at concert or sports game,,,,,,,,,,
uadschl,rc-most recent alcohol use at school,,,,,,,,,,
uadroth,rc-most recent alcohol use at some other place,,,,,,,,,,
uadotsp2,rc-other locations of most recent alcohol use,,,,,,,,,,
uadpaid,rc-underage drinker paid for most recent alcohol,,,,,,,,,,
uadmony,rc-underage drinker purchased most recent alcohol,,,,,,,,,,
uadbwho,rc-how underage drinker purchased most recnt alcohol,,,,,,,,,,
uadplace,rc-where underage drinker purchsd most recnt alcohol,,,,,,,,,,
uadbund,rc-age person who purchased alc for underage drinker,,,,,,,,,,
uadcag,rc-who purchased underage drinker most recent alcohol,,,,,,,,,,
uadfwho,rc-who gave underage drinker most recent alcohol,,,,,,,,,,
uadfrd,"rc-most recent alcohol from friend, unspec age/method",,,,,,,,,,
cadrkmarj2,rc-used marijuana with last alcohol use,,,,,,,,,,
cadrkcocn2,rc-used cocaine with last alcohol use,,,,,,,,,,
cadrkhern2,rc-used heroin with last alcohol use,,,,,,,,,,
cadrkhall2,rc-used hallucinogens with last alcohol use,,,,,,,,,,
cadrkinhl2,rc-used inhalants with last alcohol use,,,,,,,,,,
cadrkmeth2,rc-used methamphetamine with last alcohol use,,,,,,,,,,
cbdhmpevr,ever used cbd or hemp products,,,,,,,,,,
cbdhmprec,time since last used cbd or hemp product,,,,,,,,,,
mjever,ever used marijuana/cannabis,,,,,,,,,,#REF!
mjage,age when first used marijuana/cannabis,,,,,,,,,,#REF!
mjyfu,year of first marijuana/cannabis use - recode,,,,,,,,,,
mjmfu,month of first marijuana/cannabis use - recode,,,,,,,,,,
mjrec,time since last used marijuana/cannabis,,,,,,,,,,
mjyrtot,total # of days used marijuana/cannabis in past 12 mos,,,,,,,,,,
mrtotfg,trimming indicator for mjyrtot,,,,,,,,,,
mjfqflg,trimmed mjyrtot if r used < 12 mos,,,,,,,,,,
mrbstway,easiest way to tell us # days used marijuana/cannabis,,,,,,,,,,
mrdaypyr,# days used marijuana/cannabis past 12 months,,,,,,,,,,
mrdaypmo,# days per mo used marijuana/cannabis past 12 mos,,,,,,,,,,
mrdaypwk,# days per week used marijuana/cannabis past 12 mos,,,,,,,,,,
mjday30a,# days used marijuana/cannabis past 30 days,,,,,,,,,,
mr30est,best est. # days used marijuana/cannabis past 30 days,,,,,,,,,,
mjyrsmoke,mrj use - smoking - past 12 months,,,,,,,,,,
mjyrvape,mrj use - vaping - past 12 months,,,,,,,,,,
mjyrdab,"mrj use - dabbing waxes, shatter, or conc - past 12 mos",,,,,,,,,,
mjyreat,mrj use - eating or drinking - past 12 months,,,,,,,,,,
mjyrmouth,mrj use - drops/strips/lozenges/sprays in mouth - pst 12 mos,,,,,,,,,,
mjyrskin,mrj use - lotion/cream/patch to skin - past 12 months,,,,,,,,,,
mjyrpill,mrj use - pills - past 12 months,,,,,,,,,,
mjyrother,mrj use - some other way - past 12 months,,,,,,,,,,
mjmonsmoke,mrj use - smoking - past 30 days,,,,,,,,,,
mjmonvape,mrj use - vaping - past 30 days,,,,,,,,,,
mjmondab,"mrj use - dabbing waxes, shatter, or conc - past 30 days",,,,,,,,,,
mjmoneat,mrj use - eating or drinking - past 30 days,,,,,,,,,,
mjmonmouth,mrj use - drops/strips/lozenges/sprays in mouth - pst 30 day,,,,,,,,,,
mjmonskin,mrj use - lotion/cream/patch to skin - past 30 days,,,,,,,,,,
mjmonpill,mrj use - pills - past 30 days,,,,,,,,,,
mjanymedyr,any marijuana use in past 12 months recommended by dr,,,,,,,,,,
mjallmedyr,all marijuana use in past 12 months recommended by dr,,,,,,,,,,
medmjpa2,state medical mj law passed at time of interview,,,,,,,,,,
mkmbghtyr,paid for or bought marijuana - past 12 months,,,,,,,,,,
mkmtradeyr,traded something for marijuana - past 12 months,,,,,,,,,,
mkmfreeyr,"got for free or shared someone else""s marijuana - pst 12 mos",,,,,,,,,,
mkmgrewyr,grew own marijuana - past 12 months,,,,,,,,,,
mkmothwayyr,got marijuana in some other way - past 12 months,,,,,,,,,,
mkmbghtrec,time since last paid for or bought marijuana,,,,,,,,,,
mkmbght30n2,# of days paid for or bought marijuana - past 30 days,,,,,,,,,,
mkmamtpdcom2,amt paid for last mrj bought - cat - pst 12 mos (combined),,,,,,,,,,
mkmbghtdisp,bght last marijuana from store or dispensary - pst 12 mos,,,,,,,,,,
mkmbghtknw,how well know person bought last mrj from - pst 12 mos,,,,,,,,,,
mkmbghtjnt,last bought mrj in pre-rolled joints - pst 12 mos,,,,,,,,,,
mkmbghtloo,last bought mrj in loose form - pst 12 mos,,,,,,,,,,
mkmbghtvape,last bought mrj in vaping catridge/oil/pen - pst 12 mos,,,,,,,,,,
mkmbghtdab,last bought mrj in waxes/shatter/concentrate - pst 12 mos,,,,,,,,,,
mkmbghtedble,last bought mrj in edibles for eat or drink - pst 12 mos,,,,,,,,,,
mkmbghtdrps,last bought mrj in drop/strip/lozenge/spray - pst 12 mos,,,,,,,,,,
mkmbghtltn,last bought mrj in lotion/cream/patch - pst 12 mos,,,,,,,,,,
mkmbghtpill,last bought mrj in pills - pst 12 mos,,,,,,,,,,
mkmbghtoth,last bought mrj in other form - pst 12 mos,,,,,,,,,,
mkmloogmcom2,est amt of loose mrj bght last time in grams-cat (combined),,,,,,,,,,
mkmlooounce,amt of loose marijuana bought last time in ounces - cat,,,,,,,,,,
mkmsellmrj,sold marijuana in the past 12 months,,,,,,,,,,
blntever,ever smoked cigar with marijuana in it,,,,,,,,,,
blntage,age when first smoked cigar with mj in it,,,,,,,,,,
blntyfu,year of first use of cigar with mj in it - recode,,,,,,,,,,
blntmfu,month of first use of cigar w/mj in it - recode,,,,,,,,,,
blntrec,time since last smoked cigar with mj in it,,,,,,,,,,
blrecfl2,inconsistency betw blntrec and incidence data,,,,,,,,,,
blnt30dy,# days used cigar with mj in it past 30 days,,,,,,,,,,
blnt30c1,"bl02/mj01 disagree, which is correct",,,,,,,,,,
blnt30c2,"bl02 and mj recency disagree, which is correct",,,,,,,,,,
rsnomrj,why report earlier that never used mj/cannabis,,,,,,,,,,
rsnmrjmo,why reprt earlier not use mj/cannabis past 30 days,,,,,,,,,,
blntnomj,smoke cigars with no marijuana past 30 days,,,,,,,,,,
cocever,ever used cocaine,,,,,,,,,,
cocage,age when first used cocaine,,,,,,,,,,
cocyfu,year of first cocaine use - recode,,,,,,,,,,
cocmfu,month of first cocaine use - recode,,,,,,,,,,
cocrec,time since last used cocaine,,,,,,,,,,
cocyrtot,total # of days used cocaine in past 12 months,,,,,,,,,,
cctotfg,trimming indicator for cocyrtot,,,,,,,,,,
ccfqflg,trimmed cocyrtot if r used < 12 mos,,,,,,,,,,
ccbstway,easiest way to tell us # days used cocaine,,,,,,,,,,
ccdaypyr,# days used cocaine past 12 months,,,,,,,,,,
ccdaypmo,# days per month used cocaine past 12 months,,,,,,,,,,
ccdaypwk,# days per week used cocaine past 12 months,,,,,,,,,,
cocus30a,# days used cocaine past 30 days,,,,,,,,,,
cc30est,best estimate # days used cocaine past 30 days,,,,,,,,,,
crkever,ever used crack,,,,,,,,,,
crkage,age when first used crack,,,,,,,,,,
crkyfu,year of first crack use - recode,,,,,,,,,,
crkmfu,month of first crack use - recode,,,,,,,,,,
crakrec,time since last used crack,,,,,,,,,,
crkyrtot,total # days used crack in past 12 months,,,,,,,,,,
crtotfg,trimming indicator for crkyrtot,,,,,,,,,,
crfqflg,trimmed crkyrtot if r used < 12 mos,,,,,,,,,,
crbstway,easiest way to tell us # days used crack,,,,,,,,,,
crdaypyr,# days used crack past 12 months,,,,,,,,,,
crdaypmo,# days per month used crack past 12 months,,,,,,,,,,
crdaypwk,# days per week used crack past 12 months,,,,,,,,,,
crkus30a,# days used crack past 30 days,,,,,,,,,,
cr30est,best estimate # days used crack past 30 days,,,,,,,,,,
herever,ever used heroin,,,,,,,,,,
herage,age when first used heroin,,,,,,,,,,
heryfu,year of first heroin use - recode,,,,,,,,,,
hermfu,month of first heroin use - recode,,,,,,,,,,
herrec,time since last used heroin,,,,,,,,,,
heryrtot,total # of days used heroin in past 12 months,,,,,,,,,,
hrtotfg,trimming indicator for heryrtot,,,,,,,,,,
hrfqflg,trimmed heryrtot if r used < 12 mos,,,,,,,,,,
hrbstway,easiest way to tell us # days used heroin,,,,,,,,,,
hrdaypyr,# days used heroin past 12 months,,,,,,,,,,
hrdaypmo,# days per month used heroin past 12 months,,,,,,,,,,
