Column1,entity:A_MainTableDatasets_id,Categories,Data,DataDictionary,FileFormat,Homepage,SizeGb,Source,Sponsor,Year,dataset_name,dataset_title,file_name,Column3,Column4,Column5,Column52
133,FoodAccessResearchAtlasData2010,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FoodAccessResearchAtlasData2010.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FoodAccessResearchAtlasDocumentation2010.pdf,CSV,https://www.ers.usda.gov/data-products/food-access-research-atlas/download-the-data/,0.0297,Food Access Research Atlas,USDA,2010,food_access_research_atlas_data_2010,Food Access Research Atlas Data 2010,food_access_research_atlas_data_2010.csv,,,,
134,FoodAccessResearchAtlasData2015,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FoodAccessResearchAtlasData2015.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FoodAccessResearchAtlasDocumentation2015.pdf,CSV,https://www.ers.usda.gov/data-products/food-access-research-atlas/download-the-data/,0.077,Food Access Research Atlas,USDA,2015,food_access_research_atlas_data_2015,Food Access Research Atlas Data 2015,food_access_research_atlas_data_2015.csv,,,,
135,FoodAccessResearchAtlasData2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FoodAccessResearchAtlasData2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/VariableLookup.csv,CSV,https://www.ers.usda.gov/data-products/food-access-research-atlas/download-the-data/,0.0858,Food Access Research Atlas,USDA,2019,food_access_research_atlas_data_2019,Food Access Research Atlas Data 2019,food_access_research_atlas_data_2019.csv,,,,
333,SNAP_Monthly_State_2016-2024,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/FY16-24.csv,,CSV,https://www.fns.usda.gov/pd/supplemental-nutrition-assistance-program-snap,0.00014,SNAP,USDA,2016,snap_monthly_state_2016,SNAP Monthly State 2016,snap_monthly_state_2016.csv,,,,
152,General_Social_Survey,Social and Community Context,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/SocialAndCommunityContext/gss7222_r1.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/SocialAndCommunityContext/GSS 2022 Codebook.pdf,CSV,https://gss.norc.org/getthedata/Pages/Home.aspx,1.58,NORC,GSS,1972-2022,general_social_survey,General Social Survey,general_social_survey.csv,,,,
161,HouseholdComponents_MEPS_2017,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h201.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h201cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.137,Medical Expenditure Panel Survey,AHRQ,2017,household_components_meps_2017,Household Components MEPS 2017,household_components_meps_2017.csv,,,,
162,HouseholdComponents_MEPS_2018,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h209.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h209cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.127,Medical Expenditure Panel Survey,AHRQ,2018,household_components_meps_2018,Household Components MEPS 2018,household_components_meps_2018.csv,,,,
163,HouseholdComponents_MEPS_2019,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h216.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h216cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.115,Medical Expenditure Panel Survey,AHRQ,2019,household_components_meps_2019,Household Components MEPS 2019,household_components_meps_2019.csv,,,,
164,HouseholdComponents_MEPS_2020,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h224.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h224cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.113,Medical Expenditure Panel Survey,AHRQ,2020,household_components_meps_2020,Household Components MEPS 2020,household_components_meps_2020.csv,,,,
2,2021JobsFileData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h227.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2021JobsFileCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.012,Medical Expenditure Panel Survey,AHRQ,2021,jobs_file_data_2021,Jobs File Data 2021,jobs_file_data_2021.csv,,,,
0,2021FoodSecurityData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h230.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2021FoodSecurityCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.806,Medical Expenditure Panel Survey,AHRQ,2021,food_security_data_2021,Food Security Data 2021,food_security_data_2021.csv,,,,
3,2021MedicalConditionsData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h231.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2021MedicalConditionsCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.117,Medical Expenditure Panel Survey,AHRQ,2021,medical_conditions_data_2021,Medical Conditions Data 2021,medical_conditions_data_2021.csv,,,,
4,2021PersonRoundPlanPublicUseData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h232.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2021PersonRoundPlanPublicUsecodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.008,Medical Expenditure Panel Survey,AHRQ,2021,person_round_plan_public_use_data_2021,Person Round Plan Public Use Data 2021,person_round_plan_public_use_data_2021.csv,,,,
1,2021FullYearConsolidatedData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h233.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2021FullYearConsolidatedDataCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.118,Medical Expenditure Panel Survey,AHRQ,2021,full_year_consolidated_data_2021,Full Year Consolidated Data 2021,full_year_consolidated_data_2021.csv,,,,
165,HouseholdComponents_MEPS_2021,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h233.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h233cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.118,Medical Expenditure Panel Survey,AHRQ,2021,household_components_meps_2021,Household Components MEPS 2021,household_components_meps_2021.csv,,,,
186,LongitudinalData_MEPS_2018_2021,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h236.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/MEPS_Panel_23_Four-Year_Longitudinal_Codebook.pdf,CSV,https://meps.ahrq.gov/mepsweb/data_stats/download_data_files_detail.jsp?cboPufNumber=HC-236,0.106,Medical Expenditure Panel Survey,AHRQ,2018-2021,longitudinal_data_meps_2018,Longitudinal Data MEPS 2018,longitudinal_data_meps_2018.csv,,,,
6,2022FullCharacteristicsData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h238.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2022FullCharacteristicsCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.053,Medical Expenditure Panel Survey,AHRQ,2022,full_characteristics_data_2022,Full Characteristics Data 2022,full_characteristics_data_2022.csv,,,,
8,2022JobsData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/h238.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/MedicalExpenditurePanelSurvey/2022JobsCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.053,Medical Expenditure Panel Survey,AHRQ,2022,jobs_data_2022,Jobs Data 2022,jobs_data_2022.csv,,,,
5,2022FoodSecurityData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h240.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/2022FoodSecurityCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.000674,Medical Expenditure Panel Survey,AHRQ,2022,food_security_data_2022,Food Security Data 2022,food_security_data_2022.csv,,,,
9,2022MedicalConditionsData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h241.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/2022MedicalConditionsCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.009,Medical Expenditure Panel Survey,AHRQ,2022,medical_conditions_data_2022,Medical Conditions Data 2022,medical_conditions_data_2022.csv,,,,
10,2022PersonRoundPlanPublicUseData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h242.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/2022PersonRoundPlanPublicUseCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.006,Medical Expenditure Panel Survey,AHRQ,2022,person_round_plan_public_use_data_2022,Person Round Plan Public Use Data 2022,person_round_plan_public_use_data_2022.csv,,,,
7,2022FullYearConsolidatedData,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h243.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/2022FullYearConsolidatedDataCodebook.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.089,Medical Expenditure Panel Survey,AHRQ,2022,full_year_consolidated_data_2022,Full Year Consolidated Data 2022,full_year_consolidated_data_2022.csv,,,,
166,HouseholdComponents_MEPS_2022,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h243.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h243cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.089,Medical Expenditure Panel Survey,AHRQ,2022,household_components_meps_2022,Household Components MEPS 2022,household_components_meps_2022.csv,,,,
187,LongitudinalData_MEPS_2019_2022,Health Care Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h245.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthCareAccessAndQuality/h245cb.pdf,CSV,https://www.meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,0.083,Medical Expenditure Panel Survey,AHRQ,2019-2022,longitudinal_data_meps_2019,Longitudinal Data MEPS 2019,longitudinal_data_meps_2019.csv,,,,
58,BRFSS_PhoneSurvey_2012,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2012.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/CODEBOOK12_LLCP.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.873,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2012,brfss_phone_survey_2012,BRFSS Phone Survey 2012,brfss_phone_survey_2012.csv,,,,
59,BRFSS_PhoneSurvey_2013,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2013.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/CODEBOOK13_LLCP.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.893,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2013,brfss_phone_survey_2013,BRFSS Phone Survey 2013,brfss_phone_survey_2013.csv,,,,
60,BRFSS_PhoneSurvey_2014,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2014.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/CODEBOOK14_LLCP.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.677,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2014,brfss_phone_survey_2014,BRFSS Phone Survey 2014,brfss_phone_survey_2014.csv,,,,
61,BRFSS_PhoneSurvey_2015,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2015.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook15_llcp.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.17,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2015,brfss_phone_survey_2015,BRFSS Phone Survey 2015,brfss_phone_survey_2015.csv,,,,
62,BRFSS_PhoneSurvey_2016,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2016.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook16_llcp.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.07,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2016,brfss_phone_survey_2016,BRFSS Phone Survey 2016,brfss_phone_survey_2016.csv,,,,
63,BRFSS_PhoneSurvey_2017,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2017.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook17_llcp-v2-508.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.29,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2017,brfss_phone_survey_2017,BRFSS Phone Survey 2017,brfss_phone_survey_2017.csv,,,,
64,BRFSS_PhoneSurvey_2018,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2018.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook18_llcp-v2-508.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.962,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2018,brfss_phone_survey_2018,BRFSS Phone Survey 2018,brfss_phone_survey_2018.csv,,,,
65,BRFSS_PhoneSurvey_2019,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP_2019_Codebook_Report.html,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.14,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2019,brfss_phone_survey_2019,BRFSS Phone Survey 2019,brfss_phone_survey_2019.csv,,,,
66,BRFSS_PhoneSurvey_2020,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2020.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook20_llcp-v2-508.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.89,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2020,brfss_phone_survey_2020,BRFSS Phone Survey 2020,brfss_phone_survey_2020.csv,,,,
67,BRFSS_PhoneSurvey_2021,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook21_llcp-v2-508.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.06,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2021,brfss_phone_survey_2021,BRFSS Phone Survey 2021,brfss_phone_survey_2021.csv,,,,
68,BRFSS_PhoneSurvey_2022,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/USCODE22_LLCP_102523.HTML,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.08,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2022,brfss_phone_survey_2022,BRFSS Phone Survey 2022,brfss_phone_survey_2022.csv,,,,
69,BRFSS_PhoneSurvey_2023,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/LLCP2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/USCODE23_LLCP_091024.HTML,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,1.12,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2023,brfss_phone_survey_2023,BRFSS Phone Survey 2023,brfss_phone_survey_2023.csv,,,,
253,NSDUH_DrugUseAndHealth_2020,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH_2020_Tab.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH-2020-DS0001-info-codebook.pdf,CSV,https://www.datafiles.samhsa.gov/dataset/national-survey-drug-use-and-health-2020-nsduh-2020-ds0001,0.244,National Survey on Drug Use and Health (NSDUH),CDC,2020,nsduh_drug_use_and_health_2020,NSDUH Drug Use And Health 2020,nsduh_drug_use_and_health_2020.csv,,,,
254,NSDUH_DrugUseAndHealth_2021,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH_2021_Tab.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH-2021-DS0001-info-codebook.pdf,CSV,https://www.datafiles.samhsa.gov/dataset/national-survey-drug-use-and-health-2021-nsduh-2021-ds0001,0.442,National Survey on Drug Use and Health (NSDUH),CDC,2021,nsduh_drug_use_and_health_2021,NSDUH Drug Use And Health 2021,nsduh_drug_use_and_health_2021.csv,,,,
255,NSDUH_DrugUseAndHealth_2022,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH_2022_Tab.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/NSDUH-2022-DS0001-info-codebook.pdf,CSV,https://www.samhsa.gov/data/data-we-collect/nsduh/datafiles?year=2022&data_collection=1186,0.319,National Survey on Drug Use and Health (NSDUH),CDC,2022,nsduh_drug_use_and_health_2022,NSDUH Drug Use And Health 2022,nsduh_drug_use_and_health_2022.csv,,,,
