Variable,Description
cpdemo4,what percent of all calls are received on your cell phone?
craceasc,craceorg with responses in ascending order
craceorg,"crace with trailing 7, 8, 9s removed"
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl1,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt1,currently receiving treatment for cancer
cstate,are you a resident of [state]?
ctelenum,correct telephone number?
ctelnum1,correct phone number?
ctycode1,county code
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
diabage2,age when told diabetic
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
dircont1,do you provide direct patient care as part of your routine work?
dispcode,final disposition
doctdiab,times seen health professional for diabetes
drhpad1,"has a doctor, nurse, or other health professional ever said that you have…problem caused by a chronic illness or by medicines; taken for a chronic illness?"
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drnkdri2,did you drive after having too much to drink in the past 30 days?
drocdy3_,computed drink-occasions-per-day
educa,education level
employ,employment status
emtsuprt,how often get emotional support needed
exerany2,exercise in past 30 days
eyeexam,last eye exam where pupils were dilated
fall12mn,had fall past twelve months
fallinj2,injured in fall
feetchk,times feet check for sores/irritations
feetchk2,how often check feet for sores or irritations
flshtmy2,when received most recent seasonal flu shot/spray
flushch2,had seasonal flu shot past 12 mos
flushot5,seasonal flu shot/spray past 12 mos
fmonth,file month
fruit1,how many times did you eat fruit?
fruitju1,how many times did you drink 100% pure fruit juices?
fvbeans,how many times did you eat beans or lentils?
fvgreen,how many times did you eat dark green vegetables?
fvorang,how many times did you eat orange-colored vegetables?
genhlth,general health
gp3dyfd1,does your household have a 3-day supply of non-perishable food for everyone who lives there?
gp3dyprs,does your household have a 3-day supply of prescription medication for each person who takes prescribed medicines?
gp3dywtr,does your household have a 3-day supply of water for everyone who lives there?
gpbatrad,does your household have a working battery operated radio and working batteries for your use if the electricity is out?
gpemrcm1,"in a large-scale disaster or emergency, what would be your main method of communicating with relatives and friends?"
gpemrin1,what would be your main method of getting information from authorities in a large-scale disaster or emergency?
gpflslit,does your household have a working flashlight and working batteries for your use if the electricity is out?
gpmndevc,"if public authorities announced mandatory evacuation from your community due to a large-scale disaster or emergency, would you evacuate?"
gpnotev1,what would be the main reason why you might not evacuate if asked to do so?
gpvacpl1,does your household have a disaster evacuation plan?
gpwelpr3,household prepared to handle large-scale disaster or emergency
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
hadsgco1,was last test a sigmoidoscopy or colonoscopy
hadsigm3,ever had sigmoidoscopy/colonoscopy
havarth3,told have arthritis
havhpad,still have this health problem
height3,reported height in feet and inches
hispanc2,hispanic/latino
hivrdtst,was your last hiv test a rapid test?
hivrisk3,do any high risk situations apply
hivtst6,ever tested hiv
hivtstd3,month and year of last hiv test
hlthpln1,have any health care coverage
howlong,how long since last mammogram
hpvadsht,number of hpv shots received
hpvadvc2,ever had the hpv vaccination?
htin4,computed height in inches
htm4,computed height in meters
idate,interview date
iday,interview day
imfvplac,where did you get your last flu shot/vaccine?
imonth,interview month
income2,income level
insulin,now taking insulin
intvid,interviewer identification
iyear,interview year
ladult,are you 18 years of age or older?
landline,do you also have a landline telephone?
lastden3,last visited dentist or dental clinic
lastpap2,how long since last pap test
lastsig3,time since last sigmoidoscopy/colonoscopy
lastsmk2,interval since last smoked
lengexam,how long since last breast physical exam
lsatisfy,satisfaction with life
lstblds3,time since last blood stool test
marital,marital status
maxdrnks,most drinks on single occasion past 30 days
medcost,could not see dr. because of cost
menthlth,number of days mental health not good
misdeprd,how often feel depressed past 30 days
miseffrt,how often feel everything was an effort past 30 days
mishopls,how often feel hopeless past 30 days
misnervs,how often feel nervous past 30 days
misnowrk,emotional problem kept you from doing work past 30 days
misphlpf,people are generally caring toward people with mental illness
misrstls,how often feel restless past 30 days
mistmnt,receiving medicine or treatment from health pro for emotional problem
mistrhlp,mental health treatment can help people lead normal life
miswtles,how often feel worthless past 30 days
mrace,multiple race
mraceasc,mraceorg with responses in ascending order calculated variable
mraceorg,"mrace with trailing 7,8,9s removed calculated variable"
mscode,metropolitan status code
nattmpts,number of attempts
nrecsel,number of sample records selected from stratum
nrecstr,number of telephone numbers in stratum from which sample was selected
numadult,number of adults in household
numburn2,number of sunburns in past 12 months
numhhol2,household telephones
nummen,number of adult men in household
numphon2,residential phones
numwomen,number of adult women in household
orace2,respondent race choice
o_state,original state that collected the cell phone data
painact2,how many days hard to do usual activities in past 30 days
pcdmdecn,who made the decision with you to have psa test?
pcpsaad1,has a health professional ever talked with you about the advantages of the psa test?
pcpsadec,why was psa test done?
pcpsadi1,has a health professional ever talked with you about the disadvantages of the psa test?
pcpsare1,has a doctor ever recommended that you have a psa test?
pcpsars1,what was the main reason you had this psa test?
pctcell,what percent of your calls are received on your cell phone?
pdiabtst,had a test for high blood sugar in past three years
persdoc2,multiple health care professionals
physhlth,number of days physical health not good
pneuvac3,pneumonia shot ever
poorhlth,poor physical or mental health
precall,pre-call status code
prediab1,ever been told you have pre-diabetes or borderline diabetes
pregnant,pregnancy status
profexam,ever had breast physical exam by doctor
psatest1,ever had psa test
psatime,time since last psa test
pvtresd2,do you live in a private residence?
pvtresid,private residence?
qlactlm2,activity limitation due to health problems
qlhlth2,how many days full of energy in past 30 days
qlmentl2,how many days depressed in past 30 days
qlrest2,how many days did you get enough sleep in past 30 days
qlstres2,how many days felt anxious in past 30 days
qstlang,language identifier
qstver,questionnaire version identifier
race2,computed race-ethnicity grouping
rchislat,ethnicity of child
rcsbirth,birth date of child
rcsbrace,race of child
rcsgendr,gender of child
rcsrace,race of child (multiple possible)
rcsrltn2,relationship to child
rcvfvch4,date child rcvd most recent seasonal flu vaccine(mmyyyy)
renthom1,own or rent home
repdepth,replicate depth
repnum,replicate number
rmvteth3,number of permanent teeth removed
rratwrk2,how do you feel you were treated at work compared to people of other races in past 12 months?
rrclass2,how do other people usually classify you in this country?
rrcognt2,how often do you think about your race?
rremtsm2,times past 30 days felt emotionally upset because of treatment due to your race
rrhcare3,"when seeking health care past 12 months, was experience worse, same, better than people of other races?"
rrphysm2,times past 30 days felt physical symptoms because of treatment due to your race
rspstate,in what state do you live?
scntlpad,how were you generally paid for the work you did
scntlwk1,how many hours per week did you work
scntmeal,times past 12 months worried/stressed about having enough money to buy nutritious meals?
scntmony,times past 12 months worried/stressed about having enough money to pay your rent/mortgage?
scntpaid,how are you generally paid for the work you do
scntwrk1,how many hours per week do you work
seatbelt,how often use seatbelts in car?
seqno,annual sequence number
sex,respondents sex
shingle1,have you had shingles vaccine?
slepday,number of days in past thirty fell asleep during the day
slepdriv,number of days in past thirty fell asleep while driving
slepsnor,do you snore?
sleptime,how much time do you sleep
smokday2,frequency of days now smoking
smoke100,smoked at least 100 cigarettes
ssbcalri,how often does calorie information help you decide what to order?
ssbfrut1,"how often did you drink sweetened fruit drinks, such as kool-aid, cranberry juice cocktail, and lemonade?"
ssbsugr1,how often did you drink regular soda or pop that contains sugar?
stopsmk2,stopped smoking in past 12 months
tnsarcnt,was most recent tetanus shot in 2005 or later?
tnsarcv,received tetanus shot in the past 10 years?
tnsasht1,did tetanus shot included the pertussis vaccine?
useequip,health problems requiring special equipment
usenow3,use of smokeless tobacco products
vegetab1,how many times did you eat other vegetables?
veteran3,are you a veteran
vhcombat,ever serve in a combat or war zone?
vhcounsl,receive psychological or psychiatric counseling or treatment past 12 months?
vhdrptsd,"doctor diagnosed depression, anxiety, or post traumatic stress disorder (ptsd)?"
vhdrtbi,doctor diagnosed traumatic brain injury (tbi)?
vhsuicid,attempt to commit suicide in past 12 months?
vhtaklif,thought of taking your own life in the past 12 months?
victrct4,hlth care pro said now have cataracts
vidfclt2,difficulty recognizing friend across street
vieyexm2,when last eyexam
vigluma2,hlth care pro ever said have glaucoma
viinsur2,eye care health insurance
vimacdg2,hlth care pro ever said have macular degeneration
vinocre2,reason did not use eye doc past 12 mos
viprfvs2,last time visited eye care provider
viredif2,difficulty reading typed text
weight2,reported weight in pounds
whrtst8,location of last hiv test
wrkhcf1,"do you currently volunteer or work in a hospital, medical clinic, doctor´s office, dentist´s office, nursing home or some other health-care facility?"
wtkg3,computed weight in kilograms
_age65yr,reported age in two age groups calculated variable
_ageg5yr,reported age in five-year age categories calculated variable
_age_g,imputed age in six groups
_aidtst3,ever been tested for hiv calculated variable
_alteth2,adults aged 65+ who have had all their natural teeth extracted
_asthms1,computed asthma status
_bmi5,computed body mass index
_bmi5cat,computed body mass index categories
_casthm1,current asthma calculated variable
_chldcnt,computed number of children in household
_clcpm01,child combined land-line and cell-phone first margin (age-gender)
_clcpm02,child combined land-line and cell-phone second margin (race/ethnicity)
_clcpm03,child combined land-line and cell-phone third margin (gender-race/ethnicity)
_clcpm04,child combined land-line and cell-phone fourth margin (age-race/ethnicity)
_clcpm05,child combined land-line and cell-phone fifth margin (telephone source)
_cllcpwt,final child weight: land-line and cell-phone data
_cnrace,computed number of census race categories chosen
_cnracec,"computed number of census race categories chosen, collapsed"
_crace,child non-hispanic race including multiracial
_denstr2,household density stratum code
_denvst2,"adults who have visited a dentist, dental hygenist or dental clinic within the past year"
_drdxar1,respondents diagnosed with arthritis
_drnkdy4,computed number of drinks of alcohol beverages per day
_drnkmo4,computed total number drinks a month
_dualcor,dual phone use correction factor
_dualuse,dual phone use categories
_educag,computed level of education completed categories
_exteth2,risk factor for having had permanent teeth extracted
_flshot5,flu shot calculated variable
_geostr,geographic stratum code
_hcvu651,respondents aged 18-64 with health care coverage
_impage,age value used to determine age groups
_impnph,imputed number of phones
_imprace,imputed race/ethnicity value
_incomg,computed income categories
_llcpm01,combined land-line and cell-phone first margin (age-gender)
_llcpm02,combined land-line and cell-phone second margin (race/ethnicity)
_llcpm03,combined land-line and cell-phone third margin (education)
_llcpm04,combined land-line and cell-phone fourth margin (marital status)
_llcpm05,combined land-line and cell-phone fifth margin (home ownership)
_llcpm06,combined land-line and cell-phone sixth margin (gender-race/ethnicity)
_llcpm07,combined land-line and cell-phone seventh margin (age-race/ethnicity)
_llcpm08,combined land-line and cell-phone eighth margin (telephone source)
_llcpm09,combined land-line and cell-phone ninth margin (regions)
_llcpm10,combined land-line and cell-phone tenth margin (regions-age)
_llcpm11,combined land-line and cell-phone eleventh margin (regions-gender)
_llcpm12,combined land-line and cell-phone twelfth margin (regions-race/ethnicity)
_llcpwt,final weight: land-line and cell-phone data
_ltasth1,lifetime asthma calculated variable
_mam502y,women respondents aged 50+ who have had a mammogram in the past two years
_mrace,computed non-hispanic race including multiracial
_pneumo2,pneumonia vaccination calculated variable
_prace,computed preferred race
_psu,primary sampling unit
_raceg2,computed non-hispanic whites/all others race categories race/ethnic group codes used in post-stratification.
_racegr2,computed five level race/ethnicity category.
_race_g,computed race groups used for internet prevalence tables
_raw,raw weighting factor
_rawch,raw child weighting factor
_rawrake,raw weighting factor used in raking
_region,region
_rfbing5,binge drinking calculated variable
_rfblds2,respondents aged 50+ who have had a blood stool test within the past two years
_rfbmi5,overweight or obese calculated variable
_rfdrhv4,heavy alcohol consumption calculated variable
_rfdrmn4,adult men heavy alcohol consumption calculated variable
_rfdrwm4,adult women heavy alcohol consumption calculated variable
_rfhlth,adults with good or better health
_rfmam2y,women respondents aged 40+ who have had a mammogram in the past two years
_rfpap32,women respondents aged 18+ who have had a pap test in the past three years
_rfpsa21,male respondents aged 40+ who have had a psa test in the past 2 years
_rfseat2,always or nearly always wear seat belts
_rfseat3,always wear seat belts
_rfsigm2,respondents aged 50 or older who have had a sigmoidoscopy or colonoscopy
_rfsmok3,current smoking calculated variable
_smoker3,computed smoking status
_state,state fips code
_strwt,stratum weight
_ststr,sample design stratification variable
_totinda,leisure time physical activity calculated variable
_wt2,design weight
_wt2ch,child design weight
_wt2rake,design weight used in raking
