Column1,entity:A_MainTableDatasets_id,Categories,Data,DataDictionary,FileFormat,Homepage,SizeGb,Source,Sponsor,Year,dataset_name,dataset_title,file_name,,
21,AHS_National_Person_2015,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2015 National PUF v3.1 person.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2015_AHS_Table_Specifications.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2015/ahs-2015-public-use-file--puf-/ahs-2015-national-public-use-file--puf-.html,0.057,AHS,HUD,2015,ahs_national_person_2015,AHS National Person 2015,ahs_national_person_2015.csv,key_ahs_national_person_2015.csv,
22,AHS_National_Person_2017,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2017 National PUF v3.1 person.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2017 Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2017/ahs-2017-public-use-file--puf-/ahs-2017-national-public-use-file--puf-.html,0.056,AHS,HUD,2017,ahs_national_person_2017,AHS National Person 2017,ahs_national_person_2017.csv,key_ahs_national_person_2017.csv,
23,AHS_National_Person_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2019 National PUF v1.1 person.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2019 AHS Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2019/ahs-2019-public-use-file--puf-/ahs-2019-national-public-use-file--puf-.html,0.06,AHS,HUD,2019,ahs_national_person_2019,AHS National Person 2019,ahs_national_person_2019.csv,key_ahs_national_person_2019.csv,
24,AHS_National_Person_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2021 National PUF v1.0 person.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2021 AHS Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2021/ahs-2021-public-use-file--puf-/ahs-2021-national-public-use-file--puf-.html,0.054,AHS,HUD,2021,ahs_national_person_2021,AHS National Person 2021,ahs_national_person_2021.csv,key_ahs_national_person_2021.csv,
25,AHS_National_Person_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS_2023_National_PUF_v1.0_person.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2023_AHS_Table_Specifications_and_PUF_Estimates.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2021/ahs-2021-public-use-file--puf-.html,0.049,AHS,HUD,2023,ahs_national_person_2023,AHS National Person 2023,ahs_national_person_2023.csv,key_ahs_national_person_2023.csv,
26,AHS_National_Project_2015,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2015 National PUF v3.1 project.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2015_AHS_Table_Specifications.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2015/ahs-2015-public-use-file--puf-/ahs-2015-national-public-use-file--puf-.html,0.004,AHS,HUD,2015,ahs_national_project_2015,AHS National Project 2015,ahs_national_project_2015.csv,key_ahs_national_project_2015.csv,
27,AHS_National_Project_2017,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2017 National PUF v3.1 project.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2017 Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2017/ahs-2017-public-use-file--puf-/ahs-2017-national-public-use-file--puf-.html,0.003,AHS,HUD,2017,ahs_national_project_2017,AHS National Project 2017,ahs_national_project_2017.csv,key_ahs_national_project_2017.csv,
28,AHS_National_Project_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2019 National PUF v1.1 project.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2019 AHS Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2019/ahs-2019-public-use-file--puf-/ahs-2019-national-public-use-file--puf-.html,0.003,AHS,HUD,2019,ahs_national_project_2019,AHS National Project 2019,ahs_national_project_2019.csv,key_ahs_national_project_2019.csv,
29,AHS_National_Project_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS 2021 National PUF v1.0 project.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2021 AHS Table Specifications and PUF Estimates for User Verification.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2021/ahs-2021-public-use-file--puf-/ahs-2021-national-public-use-file--puf-.html,0.004,AHS,HUD,2021,ahs_national_project_2021,AHS National Project 2021,ahs_national_project_2021.csv,key_ahs_national_project_2021.csv,
30,AHS_National_Project_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/AHS_2023_National_PUF_v1.0_project.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/2023_AHS_Table_Specifications_and_PUF_Estimates.xlsx,CSV,https://www.census.gov/programs-surveys/ahs/data/2023/ahs-2023-public-use-file--puf-/ahs-2023-national-public-use-file--puf-.html,0.003,AHS,HUD,2023,ahs_national_project_2023,AHS National Project 2023,ahs_national_project_2023.csv,key_ahs_national_project_2023.csv,
31,AdjustedGraduationRate_2010-2011,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2010-11.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy10-11-public-file-documentation.doc,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2010-2011,adjusted_graduation_rate_2010,Adjusted Graduation Rate 2010,adjusted_graduation_rate_2010.csv,key_adjusted_graduation_rate_2010.csv,done
32,AdjustedGraduationRate_2011-2012,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2011-12.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy11-12-public-file-documentation.doc,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2011-2012,adjusted_graduation_rate_2011,Adjusted Graduation Rate 2011,adjusted_graduation_rate_2011.csv,key_adjusted_graduation_rate_2011.csv,done
33,AdjustedGraduationRate_2012-2013,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2012-13.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy12-13-public-file-documentation.doc,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2012-2013,adjusted_graduation_rate_2012,Adjusted Graduation Rate 2012,adjusted_graduation_rate_2012.csv,key_adjusted_graduation_rate_2012.csv,done
34,AdjustedGraduationRate_2013-2014,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2013-14.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy13-14-public-file-documentation.doc,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2013-2014,adjusted_graduation_rate_2013,Adjusted Graduation Rate 2013,adjusted_graduation_rate_2013.csv,key_adjusted_graduation_rate_2013.csv,done
35,AdjustedGraduationRate_2014-2015,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-release2-lea-sy2014-15.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-release2-sy2014-15-public-file-documentation.doc,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2014-2015,adjusted_graduation_rate_2014,Adjusted Graduation Rate 2014,adjusted_graduation_rate_2014.csv,key_adjusted_graduation_rate_2014.csv,done
36,AdjustedGraduationRate_2015-2016,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2015-16.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy2015-16-public-file-documentation.docx,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.001,EdFacts,ED,2015-2016,adjusted_graduation_rate_2015,Adjusted Graduation Rate 2015,adjusted_graduation_rate_2015.csv,key_adjusted_graduation_rate_2015.csv,done
37,AdjustedGraduationRate_2016-2017,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2016-17.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy2016-17-public-file-documentation.docx,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.002,EdFacts,ED,2016-2017,adjusted_graduation_rate_2016,Adjusted Graduation Rate 2016,adjusted_graduation_rate_2016.csv,key_adjusted_graduation_rate_2016.csv,done
38,AdjustedGraduationRate_2017-2018,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2017-18.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy2017-18-public-file-documentation.docx,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.002,EdFacts,ED,2017-2018,adjusted_graduation_rate_2017,Adjusted Graduation Rate 2017,adjusted_graduation_rate_2017.csv,key_adjusted_graduation_rate_2017.csv,done
39,AdjustedGraduationRate_2018-2019,Education Access and Quality,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-lea-sy2018-19-long.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EducationAccessAndQuality/acgr-sy2018-19-public-file-documentation.docx,CSV,https://www2.ed.gov/about/inits/ed/edfacts/data-files/index.html,0.008,EdFacts,ED,2018-2019,adjusted_graduation_rate_2018,Adjusted Graduation Rate 2018,adjusted_graduation_rate_2018.csv,key_adjusted_graduation_rate_2018.csv,done
40,American_Community_Survey_2010,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2010.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2010_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2010,american_community_survey_2010,American Community Survey 2010,american_community_survey_2010.csv,key_american_community_survey_2010.csv,done
41,American_Community_Survey_2011,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2011.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2011_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2011,american_community_survey_2011,American Community Survey 2011,american_community_survey_2011.csv,key_american_community_survey_2011.csv,done
42,American_Community_Survey_2012,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2012.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2012_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2012,american_community_survey_2012,American Community Survey 2012,american_community_survey_2012.csv,key_american_community_survey_2012.csv,done
43,American_Community_Survey_2013,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2013.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2013_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.001,American Community Survey,U.S. Census Bureau,2013,american_community_survey_2013,American Community Survey 2013,american_community_survey_2013.csv,key_american_community_survey_2013.csv,done
44,American_Community_Survey_2014,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2014.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2014_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2014,american_community_survey_2014,American Community Survey 2014,american_community_survey_2014.csv,key_american_community_survey_2014.csv,done
45,American_Community_Survey_2015,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2015.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2015_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2015,american_community_survey_2015,American Community Survey 2015,american_community_survey_2015.csv,key_american_community_survey_2015.csv,done
46,American_Community_Survey_2016,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2016.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2016_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2016,american_community_survey_2016,American Community Survey 2016,american_community_survey_2016.csv,key_american_community_survey_2016.csv,done
47,American_Community_Survey_2017,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2017.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2017_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2017,american_community_survey_2017,American Community Survey 2017,american_community_survey_2017.csv,key_american_community_survey_2017.csv,done
48,American_Community_Survey_2018,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2018.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2018_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2018,american_community_survey_2018,American Community Survey 2018,american_community_survey_2018.csv,key_american_community_survey_2018.csv,done
49,American_Community_Survey_2019,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2019_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2019,american_community_survey_2019,American Community Survey 2019,american_community_survey_2019.csv,key_american_community_survey_2019.csv,done
50,American_Community_Survey_2021,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2021_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2021,american_community_survey_2021,American Community Survey 2021,american_community_survey_2021.csv,key_american_community_survey_2021.csv,done
51,American_Community_Survey_2022,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2022_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2022,american_community_survey_2022,American Community Survey 2022,american_community_survey_2022.csv,key_american_community_survey_2022.csv,done
52,American_Community_Survey_2023,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_County_2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/ACS_2023_Variables.pdf,CSV,https://www.census.gov/programs-surveys/acs/data.html,0.002,American Community Survey,U.S. Census Bureau,2023,american_community_survey_2023,American Community Survey 2023,american_community_survey_2023.csv,key_american_community_survey_2023.csv,done
54,AtlasPlus_HIV_Counties_Data,Diseases and Conditions,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/DiseaseAndConditions/AtlasPlus_HIV_Counties_Data.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/DiseaseAndConditions/AtlasPlus_HIV_Data_Dictionary.pdf,CSV,https://gis.cdc.gov/grasp/nchhstpatlas/tables.html,0.054,GIS,CDC,2018-2022,atlas_plus_hiv_counties_data,Atlas Plus HIV Counties Data,atlas_plus_hiv_counties_data,key_atlas_plus_hiv_counties_data,
55,AtlasPlus_HIV_EHE_Counties_Data,Diseases and Conditions,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/DiseaseAndConditions/AtlasPlus_HIV_EHE_Counties_Data.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/DiseaseAndConditions/AtlasPlus_HIV_Data_Dictionary.pdf,CSV,https://gis.cdc.gov/grasp/nchhstpatlas/tables.html,0.0002,GIS,CDC,2018-2022,atlas_plus_hiv_ehe_counties_data,Atlas Plus HIV EHE Counties Data,atlas_plus_hiv_ehe_counties_data,key_atlas_plus_hiv_ehe_counties_data,
57,BRFSS_Health_Related_Quality_of_Life,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/rows.csv,https://data.world/health/health-related-quality-of-life/workspace/data-dictionary,CSV,https://data.world/health/health-related-quality-of-life,0.03147,Behavioral Risk Factor Surveillance System (BRFSS),CDC,1993-2010,brfss_health_related_quality_of_life,BRFSS Health Related Quality of Life,brfss_health_related_quality_of_life.csv,key_brfss_health_related_quality_of_life.csv,
68,BRFSS_PhoneSurvey_2021_CSV,Health Behaviors,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/BRFSS2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/HealthBehaviors/codebook21_llcp-v2-508.pdf,CSV,https://www.cdc.gov/brfss/annual_data/annual_data.htm,0.26,Behavioral Risk Factor Surveillance System (BRFSS),CDC,2021,brfss_phone_survey_csv_2021,BRFSS Phone Survey CSV 2021,brfss_phone_survey_csv_2021.csv,key_brfss_phone_survey_csv_2021.csv,
79,CommunityResilienceEstimates-2018-a11,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/cre-2018-a11.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/file-layout.pdf,CSV,https://www.census.gov/programs-surveys/community-resilience-estimates/data/datasets.html,0.101,Community Resilience Estimates,USCB,2018,community_resilience_estimates_2018,Community Resilience Estimates 2018,community_resilience_estimates_2018.csv,key_community_resilience_estimates_2018.csv,
80,CommunityResilienceEstimates-2019,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/CRE_19.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/cre_file_layout_2019.pdf,CSV,https://www.census.gov/programs-surveys/community-resilience-estimates/data/datasets.html,0.118,Community Resilience Estimates,USCB,2019,community_resilience_estimates_2019,Community Resilience Estimates 2019,community_resilience_estimates_2019.csv,key_community_resilience_estimates_2019.csv,
