Variable,Description
cholchk2,how long since cholesterol checked
cholmed2,currently taking medicine for high cholesterol
cimemlos,have you experienced confusion or memory loss that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
colgsex,are you male or female?
cpdemo1b,do you have a cell phone for personal use?
crgvalzd,does person being cared for have alzheimer´s disease?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhou1,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvper1,managed personal care
crgvprb3,"what is the major health problem, illness, disability for care for person?"
crgvrel3,relationship of person to whom you are giving care?
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl2,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt3,currently receiving treatment for cancer
cstate1,do you currently live in ____(state)____?
ctelenm1,correct telephone number?
ctelnum1,correct phone number?
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
deaf,are you deaf or do you have serious difficulty hearing?
decide,difficulty concentrating or remembering
diabage3,age when told diabetes
diabedu,ever taken class in managing diabetes
diabete4,(ever told) you had diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
doctdiab,times seen health professional for diabetes
dradvise,doctor advised reduced sodium/salt intake
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drocdy3_,computed drink-occasions-per-day
educa,education level
employ1,employment status
exerany2,exercise in past 30 days
exerhmm1,"minutes or hours walking, running, jogging, or swimming"
exerhmm2,"minutes or hours walking, running, jogging, or swimming"
exeroft1,"how many times walking, running, jogging, or swimming"
exeroft2,"how many times walking, running, jogging, or swimming"
exract11,type of physical activity
exract21,other type of physical activity giving most exercise during past month
eyeexam1,last eye exam where pupils were dilated
fc601_,estimated functional capacity
feetchk,times feet check for sores/irritations
feetchk3,how often check feet for sores or irritations
flshtmy3,when received most recent seasonal flu shot/spray
flushot7,adult flu shot/spray past 12 mos
fmonth,file month
foodstmp,in the past 12 months have you received food stamps
frenchf1,how often do you eat french fries or fried potatoes?
frnchda_,french fry intake in times per day
fruit2,how many times did you eat fruit?
fruitju2,how many times did you drink 100 percent pure fruit juices?
frutda2_,computed fruit intake in times per day
ftjuda2_,computed fruit juice intake in times per day
fvgreen1,how many times did you eat dark green vegetables?
genhlth,general health
grenda1_,computed dark green vegetable intake in times per day
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
hadsgco1,was last test a sigmoidoscopy or colonoscopy
hadsigm3,ever had sigmoidoscopy/colonoscopy
havarth4,told have arthritis
havecfs,still have chronic fatigue syndrome or myalgic encephalomyelitis
havehepb,told had hepatitis b
havehepc,still have hepatitis c
height3,reported height in feet and inches
hhadult,number of adults in household
hivrisk5,do any high risk situations apply
hivtst7,ever tested h.i.v.
hivtstd3,month and year of last hiv test
hlthcvr1,primary health insurance coverage
hlthpln1,have any health care coverage
hombpchk,told check blood pressure at home
homrgchk,regularly check blood pressure at home
howlong,how long since last mammogram
hplsttst,how long since your last hpv test?
hpvadsht,number of hpv shots received
hpvadvc3,ever had the hpv vaccination?
hpvtest,have you ever had an hpv test?
htin4,computed height in inches
htm4,computed height in meters
idate,interview date
iday,interview day
imfvpla1,where did you get your last flu shot/vaccine?
imonth,interview month
income2,income level
indortan,times used an indoor tanning device
insulin1,now taking insulin
iyear,interview year
joinpai2,how bad was joint pain
ladult1,are you 18 years of age or older?
landline,do you also have a landline telephone?
landsex,are you male or female?
lastpap2,how long since last pap test
lastsig3,time since last sigmoidoscopy/colonoscopy
lastsmk2,interval since last smoked
lcsctscn,did you have a ct or cat scan?
lcsfirst,how old when you first started smoking?
lcslast,how old when you last smoked?
lcsnumcg,"on average, how many cigarettes do you smoke each day?"
lmtjoin3,limited because of joint symptoms
lstblds3,time since last blood stool test
marijan1,"during the past 30 days, on how many days did you use marijuana or hashish?"
marital,marital status
maxdrnks,most drinks on single occasion past 30 days
maxvo21_,estimated age-gender specific maximum oxygen consumption
medcost,could not see dr. because of cost
medshepb,currently taking medicine for hepatitis b
menthlth,number of days mental health not good
metvl11_,activity met value for first activity
metvl21_,activity met value for second activity
mscode,metropolitan status code
nobcuse7,what was main reason for not doing anything to keep you from getting pregnant?
numadult,number of adults in household
numburn3,number of sunburns in past 12 months
numhhol3,household telephones
nummen,number of adult men in household
numphon3,residential phones
numwomen,number of adult women in household
pa2min_,minutes of total physical activity per week
pa2vigm_,minutes of total vigorous physical activity per week
padur1_,minutes of first activity
padur2_,minutes of second activity
pafreq1_,physical activity frequency per week for first activity
pafreq2_,physical activity frequency per week for second activity
pamin12_,minutes of physical activity per week for first activity
pamin22_,minutes of physical activity per week for second activity
pamiss2_,missing physical activity data
pavig12_,minutes of vigorous physical activity per week for first activity
pavig22_,minutes of vigorousphysical activity per week for second activity
pcdmdec1,who made the decision with you to have psa test?
pcpsaad3,has a health professional ever talked with you about the advantages of the psa test?
pcpsade1,why was psa test done?
pcpsadi1,has a health professional ever talked with you about the disadvantages of the psa test?
pcpsare1,has a doctor ever recommended that you have a psa test?
pcpsars1,what was the main reason you had this psa test?
pdiabtst,had a test for high blood sugar in past three years
persdoc2,multiple health care professionals
pfpprvn3,did you do anything to keep from getting pregnant?
physhlth,number of days physical health not good
pneuvac4,pneumonia shot ever
poorhlth,poor physical or mental health
potada1_,computed potato servings per day
potatoe1,how often do you eat french fries or fried potatoes?
prediab1,ever been told you have pre-diabetes or borderline diabetes
pregnant,pregnancy status
prirhepc,were you treated for hepatitis c prior to 2015
psatest1,ever had psa test
psatime,time since last psa test
pvtresd1,private residence?
pvtresd3,do you live in a private residence?
qstlang,language identifier
qstver,questionnaire version identifier
rcsgendr,gender of child
rcsrltn2,relationship to child
renthom1,own or rent home
respslct,respondent selection
rsnmrjn1,what was the reason you used marijuana?
safetime,safe time to talk?
seqno,annual sequence number
sexvar,sex of respondent
sharebp,how do you share your blood pressure numbers
shingle2,have you ever had the shingles or zoster vaccine?
smokday2,frequency of days now smoking
smoke100,smoked at least 100 cigarettes
sofemale,sexual orientation
somale,sexual orientation
statere1,resident of state
stopsmk2,stopped smoking in past 12 months
strength,how many times did you do physical activities or exercises to strengthen your muscles?
strfreq_,strength activity frequency per week
sunprtct,how often protect yourself from the sun
tetanus1,received tetanus shot since 2005?
toldcfs,told had chronic fatigue syndrome or myalgic encephalomyelitis
toldhepc,told had hepatitis c
toldhi2,ever told blood cholesterol high
trethepc,treated for hepatitis c
trnsgndr,do you consider yourself to be transgender?
typcntr8,what did you do to keep you from getting pregnant?
usemrjn2,"during the past 30 days, how did you primarily use marijuana?"
usenow3,use of smokeless tobacco products
vegeda2_,computed other vegetable intake in times per day
vegetab2,how often do you eat french fries or fried potatoes?
veteran3,are you a veteran
weight2,reported weight in pounds
wherebp,where do you get blood pressure taken
wkdayout,how often outside on weekdays
wkendout,how often outside on weekends
workcfs,how many hours a week are you been able to work
wtchsalt,watching sodium or salt intake
wtkg3,computed weight in kilograms
_age65yr,reported age in two age groups calculated variable
_age80,imputed age value collapsed above 80
_ageg5yr,reported age in five-year age categories calculated variable
_age_g,imputed age in six groups
_aidtst4,ever been tested for hiv calculated variable
_asthms1,computed asthma status
_bmi5,computed body mass index
_bmi5cat,computed body mass index categories
_casthm1,current asthma calculated variable
_chispnc,"child hispanic, latino/a, or spanish origin calculated variable"
_chldcnt,computed number of children in household
_cholch2,cholesterol checked calculated variable
_cllcpwt,final child weight: land-line and cell-phone data
_cprace,preferred child race categories
_crace1,child non-hispanic race including multiracial
_drdxar2,respondents diagnosed with arthritis
_drnkwk1,computed number of drinks of alcohol beverages per week
_dualcor,dual phone use correction factor
_dualuse,dual phone use categories
_educag,computed level of education completed categories
_flshot7,flu shot calculated variable
_frt16a,reported consuming fruit >16/day
_frtlt1a,consume fruit 1 or more times per day
_frtres1,missing any fruit responses
_fruite1,fruit exclusion from analyses
_frutsu1,total fruits consumed per day
_hcvu651,respondents aged 18-64 with health care coverage
_hispanc,"hispanic, latino/a, or spanish origin calculated variable"
_imprace,imputed race/ethnicity value
_incomg,computed income categories
_llcpwt,final weight: land-line and cell-phone data
_llcpwt2,truncated design weight used in adult combined lan line and cell phone raking
_lmtact2,limited usual activities
_lmtwrk2,limited work activities
_ltasth1,lifetime asthma calculated variable
_ment14d,computed mental health status
_metstat,metropolitan status
_michd,respondents that have ever reported having coronary heart disease (chd) or myocardial infarction (mi)
_minac11,minutes of physical activity per week for first activity
_minac21,minutes of physical activity per week for second activity
_misfrt1,the number of missing fruit responses
_misveg1,the number of missing vegetable responses
_mrace1,calculated non-hispanic race including multiracial
_pa150r3,150 minute physical activity calculated variable
_pa30022,300 minute physical activity 2-level calculated variable
_pa300r3,300 minute physical activity calculated variable
_pacat2,physical activity categories
_paindx2,physical activity index
_parec2,aerobic and strengthening guideline
_pastae2,aerobic and strengthening (2-level)
_pastrng,muscle strengthening recommendation
_phys14d,computed physical health status
_pneumo3,pneumonia vaccination calculated variable
_prace1,computed preferred race
_psu,primary sampling unit
_race,computed race-ethnicity grouping
_raceg21,computed non-hispanic whites/all others race categories race/ethnic group codes used in post-stratification.
_racegr3,computed five level race/ethnicity category.
_race_g1,computed race groups used for internet prevalence tables
_rawrake,raw weighting factor used in raking
_rfbing5,binge drinking calculated variable
_rfbmi5,overweight or obese calculated variable
_rfchol2,high cholesterol calculated variable
_rfdrhv7,heavy alcohol consumption calculated variable
_rfhlth,adults with good or better health
_rfhype5,high blood pressure calculated variable
_rfsmok3,current smoking calculated variable
_sex,calculated sex variable
_smoker3,computed smoking status
_state,state fips code
_strwt,stratum weight
_ststr,sample design stratification variable
_totinda,leisure time physical activity calculated variable
_urbstat,urban/rural status
_veg23a,reported consuming vegetables >23/day
_vegesu1,total vegetables consumed per day
_vegete1,vegetable exclusion from analyses
_veglt1a,consume vegetables 1 or more times per day
_vegres1,missing any vegetable responses
_wt2rake,design weight used in raking
