Variable,Description
fewt8,"final intv replicate weight, fewt8"
fewt9,"final intv replicate weight, fewt9"
fewt10,"final intv replicate weight, fewt10"
fewt11,"final intv replicate weight, fewt11"
fewt12,"final intv replicate weight, fewt12"
fewt13,"final intv replicate weight, fewt13"
fewt14,"final intv replicate weight, fewt14"
fewt15,"final intv replicate weight, fewt15"
fewt16,"final intv replicate weight, fewt16"
fewt17,"final intv replicate weight, fewt17"
fewt18,"final intv replicate weight, fewt18"
fewt19,"final intv replicate weight, fewt19"
fewt20,"final intv replicate weight, fewt20"
fewt21,"final intv replicate weight, fewt21"
fewt22,"final intv replicate weight, fewt22"
fewt23,"final intv replicate weight, fewt23"
fewt24,"final intv replicate weight, fewt24"
fewt25,"final intv replicate weight, fewt25"
fewt26,"final intv replicate weight, fewt26"
fewt27,"final intv replicate weight, fewt27"
fewt28,"final intv replicate weight, fewt28"
fewt29,"final intv replicate weight, fewt29"
fewt30,"final intv replicate weight, fewt30"
fewt31,"final intv replicate weight, fewt31"
fewt32,"final intv replicate weight, fewt32"
fewt33,"final intv replicate weight, fewt33"
fewt34,"final intv replicate weight, fewt34"
fewt35,"final intv replicate weight, fewt35"
fewt36,"final intv replicate weight, fewt36"
fewt37,"final intv replicate weight, fewt37"
fewt38,"final intv replicate weight, fewt38"
fewt39,"final intv replicate weight, fewt39"
fewt40,"final intv replicate weight, fewt40"
fewt41,"final intv replicate weight, fewt41"
fewt42,"final intv replicate weight, fewt42"
fewt43,"final intv replicate weight, fewt43"
fewt44,"final intv replicate weight, fewt44"
fewt45,"final intv replicate weight, fewt45"
fewt46,"final intv replicate weight, fewt46"
fewt47,"final intv replicate weight, fewt47"
fewt48,"final intv replicate weight, fewt48"
fewt49,"final intv replicate weight, fewt49"
fewt50,"final intv replicate weight, fewt50"
fewt51,"final intv replicate weight, fewt51"
fewt52,"final intv replicate weight, fewt52"
fewt53,"final intv replicate weight, fewt53"
fewt54,"final intv replicate weight, fewt54"
fewt55,"final intv replicate weight, fewt55"
fewt56,"final intv replicate weight, fewt56"
fewt57,"final intv replicate weight, fewt57"
fewt58,"final intv replicate weight, fewt58"
fewt59,"final intv replicate weight, fewt59"
fewt60,"final intv replicate weight, fewt60"
fewt61,"final intv replicate weight, fewt61"
fewt62,"final intv replicate weight, fewt62"
fewt63,"final intv replicate weight, fewt63"
fewt64,"final intv replicate weight, fewt64"
fewt65,"final intv replicate weight, fewt65"
fewt66,"final intv replicate weight, fewt66"
fewt67,"final intv replicate weight, fewt67"
fewt68,"final intv replicate weight, fewt68"
fewt69,"final intv replicate weight, fewt69"
fewt70,"final intv replicate weight, fewt70"
fewt71,"final intv replicate weight, fewt71"
fewt72,"final intv replicate weight, fewt72"
fewt73,"final intv replicate weight, fewt73"
fewt74,"final intv replicate weight, fewt74"
fewt75,"final intv replicate weight, fewt75"
fewt76,"final intv replicate weight, fewt76"
fewt77,"final intv replicate weight, fewt77"
fewt78,"final intv replicate weight, fewt78"
fewt79,"final intv replicate weight, fewt79"
fewt80,"final intv replicate weight, fewt80"
f_rcnow,imputation flag for rcnow
f_rcweek,imputation flag for rcweek
f_rctype,imputation flag for rctype
f_rcage,imputation flag for rcage
f_rcplace,imputation flag for rcplace
f_rctime,imputation flag for rctime
f_rcdays,imputation flag for rcdays
f_rchrs,imputation flag for rchrs
f_rccvrwk,imputation flag for rccvrwk
f_rcstrty,imputation flag for rcstrty
f_rcstrtm,imputation flag for rcstrtm
f_rcspeak,imputation flag for rcspeak
f_rcsknfv,imputation flag for rcsknfv
f_rcskfv,imputation flag for rcskfv
f_rcotch,imputation flag for rcotch
f_rcfee,imputation flag for rcfee
f_rcrel,imputation flag for rcrel
f_rctanf,imputation flag for rctanf
f_rcssac,imputation flag for rcssac
f_rcempl,imputation flag for rcempl
f_rcother,imputation flag for rcother
f_rccost,imputation flag for rccost
f_rcunit,imputation flag for rcunit
f_rccsthnx,imputation flag for rccsthnx
f_rcothc,imputation flag for rcothc
f_rctlhr,imputation flag for rctlhr
f_ncnow,imputation flag for ncnow
f_ncweek,imputation flag for ncweek
f_ncinhh,imputation flag for ncinhh
f_ncplace,imputation flag for ncplace
f_nctime,imputation flag for nctime
f_ncdays,imputation flag for ncdays
f_nchrs,imputation flag for nchrs
f_nccvrwk,imputation flag for nccvrwk
f_ncstrty,imputation flag for ncstrty
f_ncstrtm,imputation flag for ncstrtm
f_ncalkne,imputation flag for ncalkne
f_ncage,imputation flag for ncage
f_ncspeak,imputation flag for ncspeak
f_ncsknfv,imputation flag for ncsknfv
f_ncskfv,imputation flag for ncskfv
f_ncotch,imputation flag for ncotch
f_ncrcmdpt,imputation flag for ncrcmdpt
f_ncfee,imputation flag for ncfee
f_ncrel,imputation flag for ncrel
f_nctanf,imputation flag for nctanf
f_ncssac,imputation flag for ncssac
f_ncempl,imputation flag for ncempl
f_ncother,imputation flag for ncother
f_nccost,imputation flag for nccost
f_ncunit,imputation flag for ncunit
f_nccsthnx,imputation flag for nccsthnx
f_ncothc,imputation flag for ncothc
f_nctlhr,imputation flag for nctlhr
f_cpnnowx,imputation flag for cpnnowx
f_cpweekx,imputation flag for cpweekx
f_cpplacex,imputation flag for cpplacex
f_cpsprlg,imputation flag for cpsprlg
f_cpwork,imputation flag for cpwork
f_cpheadst,imputation flag for cpheadst
f_cpdays,imputation flag for cpdays
f_cphrs,imputation flag for cphrs
f_cpcvrwk,imputation flag for cpcvrwk
f_cpstrty,imputation flag for cpstrty
f_cpstrtm,imputation flag for cpstrtm
f_cpspeak,imputation flag for cpspeak
f_cptime,imputation flag for cptime
f_cprcmdpt,imputation flag for cprcmdpt
f_cptest,imputation flag for cptest
f_cpphyse,imputation flag for cpphyse
f_cpdenta,imputation flag for cpdenta
f_cpdisab,imputation flag for cpdisab
f_cpmedam,imputation flag for cpmedam
f_cpsknfv,imputation flag for cpsknfv
f_cpskfv,imputation flag for cpskfv
f_cpfee,imputation flag for cpfee
f_cprel,imputation flag for cprel
f_cptanf,imputation flag for cptanf
f_cpssac,imputation flag for cpssac
f_cpempl,imputation flag for cpempl
f_cpother,imputation flag for cpother
f_cpcost,imputation flag for cpcost
f_cpunit,imputation flag for cpunit
f_cpcsthnx,imputation flag for cpcsthnx
f_cpothc,imputation flag for cpothc
f_cptlhr,imputation flag for cptlhr
f_pcevrhdx,imputation flag for pcevrhdx
f_mainresn,imputation flag for mainresn
f_ppchoic,imputation flag for ppchoic
f_crsrch,imputation flag for crsrch
f_ppdifclt,imputation flag for ppdifclt
f_whydifclt,imputation flag for whydifclt
f_ccpy,imputation flag for ccpy
f_dcloa,imputation flag for dcloa
f_dcost,imputation flag for dcost
f_drely,imputation flag for drely
f_dlern,imputation flag for dlern
f_dchil,imputation flag for dchil
f_dhrop,imputation flag for dhrop
f_dnbgrp,imputation flag for dnbgrp
f_drtweb,imputation flag for drtweb
f_drecfam,imputation flag for drecfam
f_dqual,imputation flag for dqual
f_drelor,imputation flag for drelor
f_habooks,imputation flag for habooks
f_foreadtox,imputation flag for foreadtox
f_forddayx,imputation flag for forddayx
f_fostoryx,imputation flag for fostoryx
f_fowordsx,imputation flag for fowordsx
f_fosang,imputation flag for fosang
f_focraftsx,imputation flag for focraftsx
f_fodinnerx,imputation flag for fodinnerx
f_folibray,imputation flag for folibray
f_fobookst,imputation flag for fobookst
f_dpiage,imputation flag for dpiage
f_dpletter,imputation flag for dpletter
f_dpname,imputation flag for dpname
f_dpltrsnd,imputation flag for dpltrsnd
f_dpexpln,imputation flag for dpexpln
f_dpcount,imputation flag for dpcount
f_dpshape,imputation flag for dpshape
f_hdhealth,imputation flag for hdhealth
f_hdintdis,imputation flag for hdintdis
f_hdspeechx,imputation flag for hdspeechx
f_hddistrbx,imputation flag for hddistrbx
f_hddeafimx,imputation flag for hddeafimx
f_hdblindx,imputation flag for hdblindx
f_hdorthox,imputation flag for hdorthox
f_hdautismx,imputation flag for hdautismx
f_hdpddx,imputation flag for hdpddx
f_hdaddx,imputation flag for hdaddx
f_hdlearnx,imputation flag for hdlearnx
f_hddelayx,imputation flag for hddelayx
f_hdtrbrain,imputation flag for hdtrbrain
f_hdotherx,imputation flag for hdotherx
f_hddlyrsk,imputation flag for hddlyrsk
f_hdifspiep,imputation flag for hdifspiep
f_hdcommux,imputation flag for hdcommux
f_hdspcled,imputation flag for hdspcled
f_hdlearn,imputation flag for hdlearn
f_hdplay,imputation flag for hdplay
f_hdout,imputation flag for hdout
f_hdfrnds,imputation flag for hdfrnds
f_hdchdcare,imputation flag for hdchdcare
f_cdobmm,imputation flag for cdobmm
f_cdobyy,imputation flag for cdobyy
f_cplcbrth,imputation flag for cplcbrth
f_cmoveage,imputation flag for cmoveage
f_chispan,imputation flag for chispan
f_camind,imputation flag for camind
f_casian,imputation flag for casian
f_cblack,imputation flag for cblack
f_cpaci,imputation flag for cpaci
f_cwhite,imputation flag for cwhite
f_chisprm,imputation flag for chisprm
f_csex,imputation flag for csex
f_clivyn,imputation flag for clivyn
f_clivelswx,imputation flag for clivelswx
f_cspeakx,imputation flag for cspeakx
f_cenglprg,imputation flag for cenglprg
f_hhtotalxx,imputation flag for hhtotalxx
f_hhbrosx,imputation flag for hhbrosx
f_hhsissx,imputation flag for hhsissx
f_hhmom,imputation flag for hhmom
f_hhdad,imputation flag for hhdad
f_hhauntsx,imputation flag for hhauntsx
f_hhunclsx,imputation flag for hhunclsx
f_hhgmasx,imputation flag for hhgmasx
f_hhgpasx,imputation flag for hhgpasx
f_hhcsnsx,imputation flag for hhcsnsx
f_hhprtnrsx,imputation flag for hhprtnrsx
f_hhorelsx,imputation flag for hhorelsx
f_hhonrelsx,imputation flag for hhonrelsx
f_relation,imputation flag for relation
f_hhenglish,imputation flag for hhenglish
f_hhspanish,imputation flag for hhspanish
f_hhfrench,imputation flag for hhfrench
f_hhchinese,imputation flag for hhchinese
f_hhothlang,imputation flag for hhothlang
f_p1rel,imputation flag for p1rel
f_p1sex,imputation flag for p1sex
f_p1mrsta,imputation flag for p1mrsta
f_p1bfgf,imputation flag for p1bfgf
f_p1frlng,imputation flag for p1frlng
f_p1speak,imputation flag for p1speak
f_p1plcbrth,imputation flag for p1plcbrth
f_p1agemv,imputation flag for p1agemv
f_p1hispan,imputation flag for p1hispan
f_p1amind,imputation flag for p1amind
f_p1asian,imputation flag for p1asian
f_p1black,imputation flag for p1black
f_p1paci,imputation flag for p1paci
f_p1white,imputation flag for p1white
f_p1hisprm,imputation flag for p1hisprm
f_p1educ,imputation flag for p1educ
f_p1enrl,imputation flag for p1enrl
f_p1empl,imputation flag for p1empl
f_p1hrswk,imputation flag for p1hrswk
f_p1lkwrk,imputation flag for p1lkwrk
f_p1mthswrk,imputation flag for p1mthswrk
f_p1age,imputation flag for p1age
f_p2guard,imputation flag for p2guard
f_p2rel,imputation flag for p2rel
f_p2sex,imputation flag for p2sex
f_p2mrsta,imputation flag for p2mrsta
f_p2bfgf,imputation flag for p2bfgf
f_p2frlng,imputation flag for p2frlng
f_p2speak,imputation flag for p2speak
f_p2plcbrth,imputation flag for p2plcbrth
f_p2agemv,imputation flag for p2agemv
f_p2hispan,imputation flag for p2hispan
f_p2amind,imputation flag for p2amind
f_p2asian,imputation flag for p2asian
f_p2black,imputation flag for p2black
f_p2paci,imputation flag for p2paci
f_p2white,imputation flag for p2white
f_p2hisprm,imputation flag for p2hisprm
f_p2educ,imputation flag for p2educ
f_p2enrl,imputation flag for p2enrl
f_p2empl,imputation flag for p2empl
f_p2hrswk,imputation flag for p2hrswk
f_p2lkwrk,imputation flag for p2lkwrk
f_p2mthswrk,imputation flag for p2mthswrk
f_p2age,imputation flag for p2age
f_hwelftanst,imputation flag for hwelftanst
f_hwic,imputation flag for hwic
f_hfoodst,imputation flag for hfoodst
f_hmedicaid,imputation flag for hmedicaid
f_hchip,imputation flag for hchip
f_hsecn8,imputation flag for hsecn8
f_ttlhhinc,imputation flag for ttlhhinc
f_ownrnthb,imputation flag for ownrnthb
f_hvintspho,imputation flag for hvintspho
f_hvintcom,imputation flag for hvintcom
f_chldnt,imputation flag for chldnt
f_lrncomp,imputation flag for lrncomp
f_lrntab,imputation flag for lrntab
f_lrncell,imputation flag for lrncell
f_hhunid,imputation flag for hhunid
f_ziplocl,imputation flag for ziplocl
