Variable,Description
ctype1,"facility offers any outpatient substance abuse service (q.11)
"
ctype6,"facility offers outpatient detoxification (q.11a)
"
ctypeml,"facility offers outpatient methadone/buprenorphine maintenance or
naltrexone treatment (q.11a)
"
ctypeop,"facility offers outpatient day treatment or partial hospitalization (q.11a)
"
ctype2,"facility offers intensive outpatient treatment services (q.11a)
"
ctype3,"facility offers regular outpatient treatment services (q.11a)
"
signlang,"facility provides substance use treatment services in sign language (q.17)
"
lang,"facility provides substance use treatment in a language other than english
(q.18)
"
lang1,"staff counselors provide substance use treatment in hopi (q.18b)
"
lang2,"staff counselors provide substance use treatment in lakota (q.18b)
"
lang3,"staff counselors provide substance use treatment in navajo (q.18b)
"
lang4,"staff counselors provide substance use treatment in yupik (q.18b)
"
lang5,"staff counselors provide substance use treatment in other american indian or
alaska native language (q.18b)
"
lang6,"staff counselors provide substance use treatment in arabic (q.18b)
"
lang7,"staff counselors provide substance use treatment in any chinese language
(q.18b)
"
lang8,"staff counselors provide substance use treatment in creole (q.18b)
"
lang9,"staff counselors provide substance use treatment in french (q.18b)
"
lang10,"staff counselors provide substance use treatment in german (q.18b)
"
lang11,"staff counselors provide substance use treatment in hmong (q.18b)
"
lang12,"staff counselors provide substance use treatment in korean (q.18b)
"
lang13,"staff counselors provide substance use treatment in polish (q.18b)
"
lang14,"staff counselors provide substance use treatment in portuguese (q.18b)
"
lang15,"staff counselors provide substance use treatment in russian (q.18b)
"
lang16,"staff counselors provide substance use treatment in spanish (q.18a1)
"
lang17,"staff counselors provide substance use treatment in vietnamese (q.18b)
"
lang18,"staff counselors provide substance use treatment in any other language
(q.18b)
"
lang19,"staff counselors provide substance use treatment in italian (q.18b)
"
lang20,"staff counselors provide substance use treatment in tagalog (q.18b)
"
lang21,"staff counselors provide substance use treatment in ojibwa (q.18b)
"
lang22,"staff counselors provide substance use treatment in greek (q.18b)
"
lang23,"staff counselors provide substance use treatment in japanese (q.18b)
"
lang24,"staff counselors provide substance use treatment in farsi (q.18b)
"
lang25,"staff counselors provide substance use treatment in hebrew (q.18b)
"
lang26,"staff counselors provide substance use treatment in hindi (q.18b)
"
sacoun,"facility frequently uses substance abuse counseling (q.15)
"
_12step,"facility frequently uses 12-step facilitation (q.15)
"
brief,"facility frequently uses brief intervention (q.15)
"
cogbt,"facility frequently uses cognitive behavioral therapy (q.15)
"
dialbt,"facility frequently uses dialectical behavior therapy (q.15)
"
conmgmt,"facility frequently uses contingency management (q.15)
"
motivate,"facility frequently uses motivational interviewing (q.15)
"
traumac,"facility frequently uses trauma-related counseling (q.15)
"
angerm,"facility frequently uses anger management (q.15)
"
matrixm,"facility frequently uses matrix model (q.15)
"
crvoucher,"facility frequently uses community reinforcement plus vouchers (q.15)
"
rebther,"facility frequently uses rational emotive behavioral therapy (q.15)
"
relprev,"facility frequently uses relapse prevention (q.15)
"
telemed,"facility frequently uses telemedicine/telehealth therapy (q.15)
"
apprchoth,"facility frequently uses other treatment approaches (q.15)
"
noapprch,"facility uses no clinical/therapeutic approaches (q.15)
"
dui_dwi,"facility offers a specially designed program for dui/dwi or other drunk driver
offenders (q.16)
"
onlydui,"facility serves only dui/dwi clients (q.16a)
"
onlyoud,"facility serves only opioid use disorder clients (q.13b)
"
opioiddetox,"facility provides detoxification from opioids of abuse with methadone
or buprenorphine for treating opioid use disorder (q.13c)
"
opioiddlofe,"facility provides detoxification from opioids of abuse with lofexidine or
clonidine for treating opioid use disorder (q.13c)
"
opioidmaint,"facility provides maintenance services with methadone or
buprenorphine for treating opioid use disorder (q.13c)
"
opioidnal,"facility provides relapse prevention with naltrexone for treating opioid use
disorder (q.13c)
"
opioidoth,"facility provides other medication services for treating opioid use disorder
(q.13c)
"
opioidwdraw,"facility provides maintenance services with medically supervised
withdrawal (or taper) after a period of stabilization for treating opioid use disorder
(q.13c)
"
feescale,"facility uses a sliding fee scale (q.20)
"
payasst,"facility offers treatment at no charge or minimal payment to clients who
cannot afford to pay (q.21)
"
earmark,"facility receives funding or grants from the federal government, or state,
county, or local governments, to support its substance use treatment programs (q.22)
"
revchk1,"accepts cash or self-payment for substance use treatment (q.23)
"
revchk2,"accepts private health insurance as source of payment for substance use
treatment (q.23)
"
revchk3,"substance use treatment is free for all clients (q.23)
"
revchk5,"accepts medicaid as source of payment for substance use treatment (q.23)
"
revchk8,"accepts medicare as source of payment for substance use treatment (q.23)
"
revchk10,"accepts state-financed health insurance plan other than medicaid as source
of payment for substance use treatment (q.23)
"
revchk15,"accepts federal military insurance (such as tricare) as source of
payment for substance use treatment (q.23)
"
revchk17,"accepts ihs/tribal/urban (itu) funds as source of payment for substance
use treatment (q.23)
"
accred,"facility is licensed, certified, or accredited to provide substance abuse
services by any of the organizations referenced (q.27)
"
licen,"facility is licensed by hospital licensing authority or state authority (q.27)
"
licenhos,"facility is licensed by hospital licensing authority (q.27)
"
licenmh,"facility is licensed by state mental health department (q.27)
"
licenph,"facility is licensed by state department of health (q.27)
"
licensed,"facility is licensed by state substance abuse agency (q.27)
"
jcaho,"facility has joint commission accreditation (q.27)
"
carf,"facility is commission on accreditation of rehabilitation facilities
(carf)-accredited (q.27)
"
ncqa,"facility is national committee for quality assurance (ncqa)-accredited (q.27)
"
coa,"facility is council on accreditation (coa)-accredited (q.27)
"
hfap,"facility is accredited by healthcare facilities accreditation program (hfap)
(q.27)
"
a_pct,"percent of clients treated for only alcohol abuse (q.34)
"
b_pct,"percent of clients treated for both alcohol/drug abuse (q.34)
"
d_pct,"percent of clients treated for only drug abuse (q.34)
"
hibupnum,"hospital inpatient clients, buprenorphine dispensed or prescribed for
opioid use disorder (q.31c)
"
himatnum,"hospital inpatient clients — total medication assisted treatment — march
29, 2019 (q.31c)
"
himetnum,"hospital inpatient clients, methadone dispensed for opioid use disorder
(q.31c)
"
hivivnum,"hospital inpatient clients, naltrexone administered for opioid use disorder
(q.31c)
"
opbupnum,"outpatient clients, buprenorphine dispensed or prescribed for opioid use
disorder (q.33c)
"
opmatnum,"outpatient clients — total medication assisted treatment — march 29, 2019
(q.33c)
"
opmetnum,"outpatient clients, methadone dispensed for opioid use disorder (q.33c)
"
opvivnum,"outpatient clients, naltrexone administered for opioid use disorder (q.33c)
"
rcbupnum,"residential clients, buprenorphine dispensed or prescribed for opioid use
disorder (q.32c)
"
rcmatnum,"residential clients — total medication assisted treatment — march 29,
2019 (q.32c)
"
rcmetnum,"residential clients, methadone dispensed for opioid use disorder (q.32c)
"
rcvivnum,"residential clients, naltrexone administered for opioid use disorder (q.32c)
"
hidisnum,"hospital inpatient clients, disulfiram dispensed or prescribed for alcohol
use disorder (q.31d)
"
hinalnum,"hospital inpatient clients, naltrexone dispensed or prescribed for alcohol
use disorder (q.31d)
"
hiacamnum,"hospital inpatient clients, acamprosate dispensed or prescribed for
alcohol use disorder (q.31d)
"
rcdisnum,"residential clients, disulfiram dispensed or prescribed for alcohol use
disorder (q.32d)
"
rcnalnum,"residential clients, naltrexone dispensed or prescribed for alcohol use
disorder (q.32d)
"
rcacamnum,"residential clients, acamprosate dispensed or prescribed for alcohol
use disorder (q.32d)
"
opdisnum,"outpatient clients, disulfiram dispensed or prescribed for alcohol use
disorder (q.33d)
"
opnalnum,"outpatient clients, naltrexone dispensed or prescribed for alcohol use
disorder (q.33d)
"
opacamnum,"outpatient clients, acamprosate dispensed or prescribed for alcohol use
disorder (q.33d)
"
hospbed,"hospital inpatient clients — total beds designated for substance use
treatment (q.31e)
"
resbed,"residential clients — total beds designated for substance use treatment
(q.32e)
"
h_age1,"hospital inpatient clients under 18 years old (q.31b)
"
o_age1,"outpatient clients under 18 years old (q.33b)
"
r_age1,"residential clients under 18 years old (q.32b)
"
t_cli1_d,"hospital inpatient clients, detoxification — for dui/dwi facilities (q.31a)
"
t_cli1_o,"hospital inpatient clients, detoxification — for otp facilities (q.31a)
"
t_cli1_x,"hospital inpatient clients, detoxification — for non-otp and non-dui_dwi
facilities (q.31a)
"
t_cli2_d,"hospital inpatient clients, treatment — for dui_dwi facilities (q.31a)
"
t_cli2_o,"hospital inpatient clients, treatment — for otp facilities (q.31a)
"
t_cli2_x,"hospital inpatient clients, treatment — for non-otp and non-dui_dwi
facilities (q.31a)
"
t_cli3_d,"residential clients, detoxification — for dui_dwi facilities (q.32a)
"
t_cli3_o,"residential clients, detoxification — for otp facilities (q.32a)
"
t_cli3_x,"residential clients, detoxification — for non-otp and non-dui_dwi facilities
(q.32a)
"
t_cli5_d,"outpatient clients, regular outpatient care — for dui_dwi facilities (q.33a)
"
t_cli5_o,"outpatient clients, regular outpatient care — for otp facilities (q.33a)
"
t_cli5_x,"outpatient clients, regular outpatient care — for non-otp and non-dui_dwi
facilities (q.33a)
"
t_cli6_d,"outpatient clients, intensive — for dui_dwi facilities (q.33a)
"
t_cli6_o,"outpatient clients, intensive — for otp facilities (q.33a)
"
t_cli6_x,"outpatient clients, intensive — for non-otp and non-dui_dwi facilities
(q.33a)
"
t_cli7_d,"outpatient clients, detoxification — for dui_dwi facilities (q.33a)
"
t_cli7_o,"outpatient clients, detoxification — for otp facilities (q.33a)
"
t_cli7_x,"outpatient clients, detoxification — for non-otp and non-dui_dwi facilities
(q.33a)
"
t_cli8_d,"outpatient clients, day treatment/partial hospitalization — for dui_dwi
facilities (q.33a)
"
t_cli8_o,"outpatient clients, day treatment/partial hospitalization — for otp facilities
(q.33a)
"
t_cli8_x,"outpatient clients, day treatment/partial hospitalization — for non-otp and
non-dui_dwi facilities (q.33a)
"
t_cli9_d,"residential clients, short-term detoxification — for dui_dwi facilities (q.32a)
"
t_cli9_o,"residential clients, short-term detoxification — for otp facilities (q.32a)
"
t_cli9_x,"residential clients, short-term detoxification — for non-otp and
non-dui_dwi facilities (q.32a)
"
t_cli10_d,"residential clients, long-term detoxification — for dui/dwi facilities (q.32a)
"
t_cli10_o,"residential clients, long-term detoxification — for otp facilities (q.32a)
"
t_cli10_x,"residential clients, long-term detoxification — for non-otp and
non-dui/dwi facilities (q.32a)
"
t_clihi_d,"total number of hospital inpatients — for dui_dwi facilities (q.31a)
"
t_clihi_o,"total number of hospital inpatients — for otp facilities (q.31a)
"
t_clihi_x,"total number of hospital inpatients — for non-otp and non-dui_dwi
facilities (q.31a)
"
t_climl_d,"outpatient clients, methadone maintenance — for dui_dwi facilities
(q.33a)
"
t_climl_o,"outpatient clients, methadone maintenance — for otp facilities (q.33a)
"
t_climl_x,"outpatient clients, methadone maintenance — for non-otp and
non-dui_dwi facilities (q.33a)
"
t_cliop_d,"total number of outpatient clients — for dui_dwi facilities (q.33a)
"
t_cliop_o,"total number of outpatient clients — for otp facilities (q.33a)
"
t_cliop_x,"total number of outpatient clients — for non-otp and non-dui_dwi
facilities (q.33a)
"
t_clirc_d,"total number of residential clients — for dui_dwi facilities (q.32a)
"
t_clirc_o,"total number of residential clients — for otp facilities (q.32a)
"
t_clirc_x,"total number of residential clients — for non-otp and non-dui_dwi
facilities (q.32a)
"
